J3kF7mPz3R5D,カモメのひと休み,海辺に住むカモメのメルは、毎日飛び回るのが大好き。ある日、彼は疲れた翼を休めるため、特別な岩に腰を下ろしました。その岩は、長い間誰も気づかなかった不思議な場所。メルは、そこから見える海の風景や、訪れる他の動物たちとの出会いを通じて、友情や思いやりの大切さを学んでいきます。,小松 美紀,青空出版社,2023-07-15,1400,120,"9785438216470",http://vsv-peridot.skygroup.local/my-books/images/J3kF7mPz3R5D.jpg
N5pB2qKz1T4J,カモメの見た真実,港町で起きた不可解な失踪事件。警察は手がかりを見つけられず、町の人々は不安に包まれていました。そんな中、カモメのサムは、高所から目撃した不可思議な光景を思い出します。彼はその情報を手に、実際の事件に巻き込まれた人々の秘密を解き明かすため、独自に捜査を始めます。サムはどのようにして真実にたどり着くのか？読者は息を飲む展開に引き込まれることでしょう。,竹内 裕樹,波浪書房,2017-04-22,1600,250,"9785932108546",http://vsv-peridot.skygroup.local/my-books/images/N5pB2qKz1T4J.jpg
D8hM3sRq4T6E,カモメの航海史,古代から現代に至るまで、カモメは航海者の友として知られています。この本では、カモメがいかにして海の冒険に寄り添い、漁師たちや探検家たちと共に歴史を刻んできたのかを探ります。古代文献や民話、航海の記録から得られた実際のエピソードを通じて、カモメの重要性とその魅力に迫ります。カモメと人類の航海の歴史を楽しみながら学べる一冊です。,岡部 孝志,航海者出版,2001-11-30,2200,300,"9785918204753",http://vsv-peridot.skygroup.local/my-books/images/D8hM3sRq4T6E.jpg
G4jB5tWn8R9H,カモメの魔法の羽,幻想的な世界に住むカモメのリラは、特別な魔法の羽を持つことで知られています。ある日、彼女の村が危機に瀕し、リラはその羽の力を使って仲間たちを救う冒険に出発します。空を飛び回りながら、リラは様々な生き物と出会い、友情を育み、真の勇気を見つけ出す旅に挑みます。彼女はこの旅を通して、自己成長と絆の大切さを学んでいくのです。,"加藤 彩,中川 真理",ファンタジア出版,2024-02-18,1800,290,"9784129347652",http://vsv-peridot.skygroup.local/my-books/images/G4jB5tWn8R9H.jpg
Q2zH9nJd6B1A,カモメの王国,空の彼方に広がるカモメの王国では、カモメたちが魔法の力を持ち、平和に暮らしています。しかし、ある日、邪悪な魔女が現れ、王国を脅かします。若いカモメのトビは、王国を守るため、仲間と共に立ち上がり、魔女との壮絶な戦いに挑みます。友情や愛を通じて、彼らは真の力を発見していくのです。ファンタジー要素満載の感動的な物語です。,橋本 梨花,風の国出版,2019-09-08,1900,340,"9785316829074",http://vsv-peridot.skygroup.local/my-books/images/Q2zH9nJd6B1A.jpg
L7kN3qBp2R8V,カモメの囁き,ある静かな港町で、カモメたちが不気味な声を発する事件が起こります。地元のジャーナリストであるアリスは、町の人々が恐れるこの現象の真相を追求し、カモメたちが見ている秘密を解き明かそうとします。彼女は、過去の出来事が絡み合った陰謀に迫り、カモメたちの声の背後に隠された真実を探し出すことになるのです。,木村 浩一,月光出版,2020-12-15,1700,260,"9784972348713",http://vsv-peridot.skygroup.local/my-books/images/L7kN3qBp2R8V.jpg
F3xP6mQr1D5Z,カモメが運んだ謎,海岸でカモメの鳴き声を頼りに漂着物を探していた青年は、不思議なメッセージが書かれた瓶を見つけます。その内容は、数十年前に行方不明になった漁師の秘密を示唆するものでした。青年は、カモメたちの助けを借りながら、失われた真実を追い求め、隠された過去を掘り起こしていきます。読者は、この冒険と謎解きの旅に引き込まれることでしょう。,佐野 達也,海鳴り出版,2015-03-29,1500,280,"9784037291865",http://vsv-peridot.skygroup.local/my-books/images/F3xP6mQr1D5Z.jpg
P6mB2jRk8Q5C,カモメの宇宙航行,遠い未来、地球の環境が変化し、カモメたちは宇宙で生き延びるために進化しました。主人公のカモメ、コスモは、宇宙を旅する中で新しい仲間と出会い、銀河系の謎を解明する冒険に出ます。彼の冒険は、仲間たちとの絆を深め、宇宙の未来を切り開くものとなるのです。宇宙と進化がテーマの壮大なSF作品です。,久保田 剛,未来航路出版,2022-08-23,2100,350,"9785309423769",http://vsv-peridot.skygroup.local/my-books/images/P6mB2jRk8Q5C.jpg
S9xH5rBz2K8Q,カモメが見た恋,海沿いの小さな町で、カモメたちが舞う中で織りなされる恋物語。主人公の少女は、毎日訪れる海岸で出会った青年との恋に心を奪われます。カモメたちが見守る中、二人はお互いの夢を語り合い、心の距離を縮めていきます。しかし、過去の出来事が二人の関係に影を落とす中、カモメたちの存在が、愛の力を強めていくのです。,中村 彩乃,恋歌堂,2016-05-11,1300,230,"9784129376251",http://vsv-peridot.skygroup.local/my-books/images/S9xH5rBz2K8Q.jpg
V5mT3pKj4R2H,カモメの世界,世界中のカモメを紹介する図鑑。カモメの生態や行動、そして異なる種類について詳しく解説します。各地域での生息環境や繁殖行動、そしてカモメたちが海洋生態系にどのように関与しているかについても考察し、知識を深めることができる一冊です。写真やイラストを豊富に使用し、子供から大人まで楽しめる内容になっています。,"鈴木 健,林 幸子",生態科学社,2021-06-07,2500,320,"9785092348753",http://vsv-peridot.skygroup.local/my-books/images/V5mT3pKj4R2H.jpg

