jR3cX4dJ2z7F,アライグマの夜の冒険,小さなアライグマのリリーは、夜のお月さまの下で冒険をすることが大好きです。ある晩、リリーは友達のタヌキと一緒に、森の奥深くに隠された宝物を探しに行くことに決めます。二匹は数々の試練を乗り越え、途中で様々な動物たちと出会いながら、友情や信頼の大切さを学んでいきます。彼らが探し求めた宝物は、実は物質的なものではなく、彼ら自身の中にある強さと絆だと気づく心温まる物語です。,桜庭 亜希子,森の灯出版,2019-07-15,1200,240,"9784587653928",http://vsv-peridot.skygroup.local/my-books/images/jR3cX4dJ2z7F.jpg
9d6Tq2R5yP4v,アライグマの策略,町で次々と宝物が盗まれ、アライグマの泥棒が犯人として疑われています。若き探偵カイトは、アライグマにまつわる噂を手がかりに捜査を進めるが、徐々に意外な真相に近づいていきます。彼の知恵と策略を駆使し、カイトは犯人との頭脳戦を展開します。果たして真犯人は誰で、彼らの目的とは？町に潜む謎が次第に明らかにされるミステリー。,三浦 亮太,月見書房,2017-04-03,1500,310,"9784567891234",http://vsv-peridot.skygroup.local/my-books/images/9d6Tq2R5yP4v.jpg
2Gf8Z1kR3h6q,アライグマと古代の知恵,古代アメリカ大陸では、アライグマが人間と密接に共存し、知恵を授けていました。この本は、アライグマの知恵や技術がどのように人々の生活を向上させたかを探り、歴史の中でのその役割を詳細に描写します。アライグマと共に生きることの意味や、自然との共存をテーマに、古代の叡智を伝える一冊です。,大竹 和也,未来記書館,1995-11-22,2000,280,"9784897653210",http://vsv-peridot.skygroup.local/my-books/images/2Gf8Z1kR3h6q.jpg
fR1hJ3qT5m6K,アライグマの魔法の森,リオというアライグマが、ある日不思議な森に迷い込む物語です。その森では動物たちが言葉を話し、魔法が存在します。リオは魔女から特別な力を授かり、森を守るという使命を与えられます。森の外からの脅威が迫る中で、リオは仲間と力を合わせ、森を守り抜く決意をします。友情、勇気、そして愛の力が試されるファンタジー冒険譚です。,"坂口 輝,神田 美月",葉月出版,2022-05-30,1900,350,"9784568739456",http://vsv-peridot.skygroup.local/my-books/images/fR1hJ3qT5m6K.jpg
Z5cJ8N6hR1yA,アライグマの逆襲,アライグマのクレイは、故郷の森が人間の手によって破壊されていく現実に直面します。怒りを抱いたクレイは仲間たちと協力し、魔法の力を使って森を取り戻すための反撃を始めます。友達との絆を深めながら、クレイたちは大胆な作戦で人間に立ち向かい、自然を守るための戦いを繰り広げます。緊迫したアクションと深い感動が待っています。,伊藤 悠,炎の手出版,2001-09-10,1700,290,"9784758392703",http://vsv-peridot.skygroup.local/my-books/images/Z5cJ8N6hR1yA.jpg
pN2sQ5mJ3k8T,アライグマと消えた宝物,町の博物館で重要な宝物が消える事件が発生し、アライグマの名探偵ロビンが捜査に乗り出します。直感と優れた嗅覚を武器に、彼は事件の真相に迫りますが、捜査が進むにつれて予想もしない陰謀が浮かび上がってきます。果たしてロビンは無事に宝物を取り戻し、事件を解決することができるのか？スリリングな探偵ミステリーです。,中谷 幸人,探究社,2020-02-18,1600,260,"9784890837312",http://vsv-peridot.skygroup.local/my-books/images/pN2sQ5mJ3k8T.jpg
dW6kB2xG5j4H,アライグマの夢の中の冒険,毎晩、夢の中で不思議な冒険を繰り広げるアライグマのマック。しかし、ある晩、彼の夢に現れた怪しい影が現実にまで影響を及ぼし始めます。マックは夢と現実の境界を越え、隠された真実を解き明かさなければならなくなります。果たして彼は、この奇妙な夢の秘密を解き明かし、日常を取り戻すことができるのか。夢と現実が交錯する、スリリングなファンタジー。,田中 亮二,夜風出版,2013-11-27,1400,220,"9784670937465",http://vsv-peridot.skygroup.local/my-books/images/dW6kB2xG5j4H.jpg
cY4qJ7vM1r9T,アライグマと星空の恋,夜空に輝く星を見上げて孤独を感じていたアライグマのロキ。ある晩、流れ星に「素敵な友達がほしい」と願ったところ、美しいフクロウのルナが現れます。二人は夜空の下で語り合い、次第に友情から恋へと発展していきます。しかし、運命の試練が二人を待ち受け、恋愛の行方は星の導きに委ねられることに。星空のロマンを描いた感動の恋愛物語です。,高瀬 梨沙,星詠み書房,2018-12-06,1300,180,"9784937451289",http://vsv-peridot.skygroup.local/my-books/images/cY4qJ7vM1r9T.jpg
xH5vB3gD1k9R,アライグマの知恵袋,アライグマの生態や習性を詳細に解説する一冊です。多様な環境で生きるアライグマの生活様式、食性、繁殖方法、さらには人間との関わり方までを網羅しています。科学的な視点とともに、アライグマが自然環境や人間社会に与える影響についても触れています。自然の奥深さとアライグマの魅力を再発見できる一冊です。,堀内 和彦,地球探究社,2010-03-15,2200,450,"9784918273650",http://vsv-peridot.skygroup.local/my-books/images/xH5vB3gD1k9R.jpg
uY1mD5qJ8t3K,アライグマの宇宙冒険,未来の地球で、アライグマのアストロは宇宙探査機に乗り込み、広大な宇宙の果てを目指します。彼は未知の惑星や異星人と出会い、宇宙の謎を解き明かしていく中で、仲間たちとの絆を深めていきます。しかし、宇宙の闇には危険も潜んでおり、アストロは大きな試練に直面します。SF的な要素と冒険心をくすぐる、壮大な物語です。,藤本 達也,銀河書房,2025-05-12,1800,300,"9784987653412",http://vsv-peridot.skygroup.local/my-books/images/uY1mD5qJ8t3K.jpg

タイトル: 「アライグマの夜の冒険」
ジャンル: 絵本
あらすじ: 小さなアライグマのリリーは、夜のお月さまの下で冒険をすることが大好き。ある晩、リリーは友達のタヌキと一緒に、森の奥深くに隠された宝物を探しに行くことに決めます。様々な動物たちに出会い、試練を乗り越えながら、友情の大切さを学んでいく物語です。
表紙絵の表現: 表紙は、月明かりが照らす森の中、リリーとタヌキが手を取り合って楽しそうに冒険に出かけるシーンを描いています。周囲には色とりどりの花や小動物たちが描かれ、夢のような雰囲気を醸し出しています。リリーのキラキラした目が読者の心をつかむ、明るい色合いのデザインです。

タイトル: 「アライグマの策略」
ジャンル: 推理小説
あらすじ: 有名なアライグマの泥棒が現れ、町の宝物が次々と消えていく。若き探偵は、目撃されたアライグマの特徴を手がかりに捜査を開始する。泥棒の背後には、意外な人物の存在が隠されていることを突き止めるが、彼らの目的は何なのか。真相を解明するために、探偵は巧妙な策略を用いて対決する。
表紙絵の表現: 表紙には、影の中に身を潜めるアライグマの姿が描かれ、目立つように強調されています。周囲には町の建物が暗い雰囲気で描かれ、緊張感が漂う。背景には星空が広がり、探偵の緊張した表情も隠されています。読者に興味を引く、ミステリアスなデザインです。

タイトル: 「アライグマと古代の知恵」
ジャンル: 歴史
あらすじ: 古代のアメリカ大陸において、アライグマは人間と共に生活し、彼らに多くの知恵を授けていました。この本では、アライグマが如何にして人々の生活に役立ち、彼らと共に生きてきたのかを探ります。アライグマの特異な知恵や技能が、歴史の中でどのように影響を与えたのかを描き出す一冊です。
表紙絵の表現: 表紙には、古代の風景を背景に、アライグマが道具を使って作業する様子が描かれています。その周りには古代の人々が驚きの表情を浮かべており、アライグマが教える姿が力強く描かれています。自然の美しさと共に、歴史的な深みを感じさせるデザインです。

タイトル: 「アライグマの魔法の森」
ジャンル: ファンタジー小説
あらすじ: ある日、アライグマのリオは、神秘的な森に迷い込みます。その森では、動物たちが話し、魔法が存在していました。リオは森の魔女から特別な力を授かり、森を守る使命を担います。しかし、外からの脅威が迫り、リオは仲間たちと共に立ち向かう決意を固める。友情、勇気、そして愛の力が試される物語です。
表紙絵の表現: 表紙には、色とりどりの花々に囲まれたアライグマが魔女から魔法の力を授けられているシーンが描かれています。森の中にはさまざまな動物たちが描かれ、魔法の光が舞い散り、幻想的な雰囲気を演出しています。リオの表情がキラキラと輝き、冒険への期待感を高めるデザインです。

タイトル: 「アライグマの逆襲」
ジャンル: ファンタジー小説
