q9Yz8mR6b2C1,コウモリのかくれんぼ,コウモリのバットは、友達の小鳥たちと遊ぶのが大好きです。しかし、昼間は眠っているため、夜の間だけしか遊べません。ある晩、バットは友達を集めてかくれんぼをすることにしました。月明かりの下、彼は友達とともに素敵な隠れ場所を見つける冒険に出かけます。コウモリのバットと友達の楽しい一夜を通じて、友情の大切さを伝えます。,田中 雄介,ネクストブック,2021-04-15,1500,60,"9781234567890",http://vsv-peridot.skygroup.local/my-books/images/q9Yz8mR6b2C1.jpg
fD7tYwV4u1j2,コウモリのささやき,大都会の夜、連続失踪事件が発生。警察は手がかりを探るも、すべては影の中で巧妙に隠されていました。探偵の川村は、かつての友人が失踪したことを知り、真相を追い求める決意を固めます。彼は、街のコウモリが持つ特別な能力と、そのささやきを手がかりに、事件の核心に迫ります。果たして、コウモリが明かす真実とは？,藤原 直樹,アトラス出版,2019-10-01,2000,350,"9781234567891",http://vsv-peridot.skygroup.local/my-books/images/fD7tYwV4u1j2.jpg
j2XtU4s6fK9m,コウモリと人類の共生,古代から現代にかけて、コウモリは人類の生活にさまざまな形で関わってきました。この本では、古代文明におけるコウモリの役割や、農業や医療に与えた影響を探ります。コウモリがもたらす恩恵や、文化における象徴としての重要性を学ぶことで、私たちと彼らの関係を再考する機会を提供します。,山本 光一,未来書房,2020-07-23,2500,400,"9781234567892",http://vsv-peridot.skygroup.local/my-books/images/j2XtU4s6fK9m.jpg
m2S8hK0Xg7Q1,コウモリの王国,夜空の彼方に、コウモリたちの王国が存在するという伝説が語り継がれています。主人公のリオは、夢の中でその王国に迷い込み、個性的なコウモリたちと共に冒険を繰り広げます。彼は、失われた王国の宝を取り戻すため、友情や勇気を試されることになります。果たして、リオは無事に帰れるのか？,佐藤 宏樹,ビジョンブック,2022-12-05,1800,300,"9781234567893",http://vsv-peridot.skygroup.local/my-books/images/m2S8hK0Xg7Q1.jpg
pF0nZ4L8b9T2,月光のコウモリ,深い森の中に、月明かりに照らされた特別なコウモリ、ルナが住んでいました。彼女は魔法の力を持ち、夜の動物たちを守る使命を担っています。しかし、ある夜、邪悪な影が森に忍び寄り、彼女の仲間たちが危機に陥ります。ルナは仲間たちを救うため、古代の魔法を解き明かし、真の勇気を試される冒険に立ち向かいます。,横山 美香,ファンタジーブック,2023-01-10,2200,280,"9781234567894",http://vsv-peridot.skygroup.local/my-books/images/pF0nZ4L8b9T2.jpg
rV7tN3s0kX5Q,コウモリの秘密,小さな村で起こった神秘的な失踪事件。村人たちは恐れ、真実を隠そうとします。主人公のジャックは、村の外れに住むコウモリたちが、失踪した人々の秘密を知っているのではないかと考え、調査を始めます。彼はコウモリたちとの不思議な交流を通じて、意外な真実にたどり着きます。このミステリーの結末は、彼の人生を大きく変えることに。,"鈴木 健太,木村 彩",パラダイム出版,2024-03-15,2700,450,"9781234567895",http://vsv-peridot.skygroup.local/my-books/images/rV7tN3s0kX5Q.jpg
jN2xK9b0mR5W,影のコウモリ,街で発生した一連の不可解な事件。その影には、見えないコウモリの影があると噂されています。若きジャーナリストのエミリーは、真実を追い求め、夜の街へと足を踏み入れます。彼女はさまざまな証言を集め、コウモリにまつわる伝説を解き明かすことで、事件の背後に潜む陰謀に迫ります。果たして、彼女は真実を掴むことができるのか。,佐々木 直子,ヒューマンブックス,2018-06-18,2300,320,"9781234567896",http://vsv-peridot.skygroup.local/my-books/images/jN2xK9b0mR5W.jpg
c5Z1hT4sD8j3,コウモリの惑星,遠い未来、地球を離れた宇宙船が、未知の惑星に不時着します。その惑星には、コウモリのような生物たちが住んでおり、彼らの持つテクノロジーは驚異的です。主人公のアレックスは、コウモリのような住人たちと交流しながら、彼らの文明を学び、人類の未来を切り開く鍵を見つけ出します。しかし、彼らの秘密を守るため、試練が待ち受けています。,長谷川 優,スペースワールド,2020-11-27,1900,380,"9781234567897",http://vsv-peridot.skygroup.local/my-books/images/c5Z1hT4sD8j3.jpg
hR3tK5yN9z1W,月明かりの下で,都会の喧騒を離れ、静かな田舎に引っ越した主人公の美紀は、月夜の下でコウモリの観察を楽しんでいます。ある晩、彼女は偶然、同じ場所でコウモリを見ていた青年・陽一と出会います。二人は、コウモリを通じて自然を愛する共通の趣味を見つけ、次第に心を通わせていきます。しかし、彼らの間にはそれぞれの過去が影を落とします。愛と友情が交錯する中、二人は本当の自分を見つけられるのか。,田村 準,アースブック,2022-09-30,1600,290,"9781234567898",http://vsv-peridot.skygroup.local/my-books/images/hR3tK5yN9z1W.jpg
qW2tP5d8F7h0,コウモリの世界,この図鑑は、コウモリの生態、種類、行動などを詳細に解説した一冊です。世界中のコウモリの種類や生息地、彼らが果たす役割について、豊富な写真とともに紹介します。また、コウモリの誤解や迷信についても触れ、彼らの大切さを伝えます。子供から大人まで楽しめる内容で、自然への理解を深める一助となるでしょう。,小林 恵美,エコブック,2023-08-14,1200,150,"9781234567899",http://vsv-peridot.skygroup.local/my-books/images/qW2tP5d8F7h0.jpg

