g5R8T1f1E2gq,リスの冒険と木の実たち,小さなリスのリリーは、秋の訪れとともに木の実を探す冒険に出発します。リリーは途中で出会った友達のウサギやフクロウと共に、様々な木の実の場所を知り、秋の味覚を楽しむことを学びます。色とりどりの木の実の世界を探求しながら、友情や自然の大切さを感じ取る心温まる物語です。,小林 美樹,野生動物出版社,2023-11-15,1500,250,"9784592301807",http://vsv-peridot.skygroup.local/my-books/images/g5R8T1f1E2gq.jpg
r3N5q8Kx6B3z,リスの陰謀,リスのダンは、自分の大切な木の実が次々と消える事件を解決するため、周囲の動物たちに話を聞きます。彼は独自の推理力を駆使し、犯人を突き止めるための証拠を集めます。果たして、リスのダンは真実に辿り着くことができるのか？思わぬ展開が待つ緊迫のストーリーが展開します。,"山田 翔太,佐藤 由美",森の探検社,2020-05-12,1800,300,"9784798187623",http://vsv-peridot.skygroup.local/my-books/images/r3N5q8Kx6B3z.jpg
q4P2k9A1Z8fH,リスの知られざる歴史,本書では、リスの起源や進化の過程、そして文化や伝説におけるリスの重要性を詳しく解説します。世界各地でリスが果たした役割や、その生態系における位置づけについても考察し、リスの歴史がどのように形成されてきたのかを探ります。歴史好きもリス好きも楽しめる一冊です。,中村 剛志,歴史探求社,2019-08-05,2200,400,"9784798920458",http://vsv-peridot.skygroup.local/my-books/images/q4P2k9A1Z8fH.jpg
v7Y3z6QhB2N4,魔法の森のリスたち,幻想的な魔法の森に住むリスたちは、特別な木の実から魔法の力を得ていました。ある日、悪党がその力を狙い、森を襲ってきます。リスの仲間たちは協力し、力を合わせて敵に立ち向かうことを決意します。友情、勇気、そして魔法の冒険が繰り広げられる、心躍るファンタジーです。,鈴木 花子,ファンタジー出版,2022-02-17,2000,350,"9784598884563",http://vsv-peridot.skygroup.local/my-books/images/v7Y3z6QhB2N4.jpg
j9B2k7C1R4H6,天空を駆けるリス,天空に浮かぶ島々に住むリスたちは、風を操る力を持っています。主人公のリス、ルークは、島の危機を救うため、仲間たちと共に風の精霊を探しに出発します。さまざまな冒険を通じて成長し、真の力を見つけるルークの姿を描いた物語です。,佐々木 陽介,探検家の書房,2021-03-21,2500,320,"9784752013384",http://vsv-peridot.skygroup.local/my-books/images/j9B2k7C1R4H6.jpg
m5D1z8N0X3A7,リスの失踪事件,森の中で人気者のリス、スカイが忽然と姿を消した。友達の動物たちは彼を探し始め、様々な手がかりを集めます。途中で明らかになる意外な真実と、スカイが抱えていた秘密。果たして、彼はどこに消えてしまったのか？緊張感あふれる展開が待ち受けています。,中島 智子,謎解き文庫,2018-09-30,1700,280,"9784798158436",http://vsv-peridot.skygroup.local/my-books/images/m5D1z8N0X3A7.jpg
n6T2p5S3B8F4,リスの陰に隠れた真実,小さな村の広場で、特別な木の実が盗まれる事件が発生。村のリスたちは、自分たちの力を借りて真相を解明しようと奮闘します。仲間の中に潜む裏切り者や、隠された秘密が次々と明らかになり、リスたちの絆が試される物語です。,"山本 直樹,高橋 美香",村の物語社,2022-01-12,1900,310,"9784798872342",http://vsv-peridot.skygroup.local/my-books/images/n6T2p5S3B8F4.jpg
c4A8g6H1K2Y3,銀河のリスたち,未来の宇宙、惑星間でリスたちが知性を持ち、宇宙探検を繰り広げる時代。地球を越え、未知の星々での冒険が待ち受ける。リスたちの仲間は異星人との交流や、宇宙の謎を解明するために立ち上がります。彼らの活躍を通じて、友情や協力の大切さが描かれる物語です。,岡田 優太,宇宙探検出版社,2023-07-20,2200,450,"9784598872380",http://vsv-peridot.skygroup.local/my-books/images/c4A8g6H1K2Y3.jpg
s7K1b4M2J5H9,リスと恋の実,森に住むリスのアニーは、毎日同じ場所で出会うリスのボブに恋をしています。しかし、ボブには秘密があり、アニーはそのことを知らずに思いを寄せていました。ある日、二人は一緒に冒険をすることになり、ボブの過去と向き合うことに。愛の力で絆を深めるストーリーが展開します。,古川 仁志,恋愛文庫,2020-04-10,1600,260,"9784792348139",http://vsv-peridot.skygroup.local/my-books/images/s7K1b4M2J5H9.jpg
u6C3h1Q4B9Z7,リスの世界：種類と生態,この図鑑では、リスの多様な種類やその生態について詳しく解説しています。リスの特徴、生活環境、食性、繁殖行動など、科学的な視点からリスを知ることができます。豊富な写真やイラストを通して、リスの魅力を多角的に伝える一冊です。,藤田 翔,生物科学出版社,2021-12-05,2100,500,"9784798884567",http://vsv-peridot.skygroup.local/my-books/images/u6C3h1Q4B9Z7.jpg

タイトル: 「リスの冒険と木の実たち」
ジャンル: 絵本
あらすじ: 小さなリスのリリーは、秋の訪れとともに木の実を探す冒険に出発します。リリーは途中で出会った友達のウサギやフクロウと共に、様々な木の実の場所を知り、秋の味覚を楽しむことを学びます。色とりどりの木の実の世界を探求しながら、友情や自然の大切さを感じ取る心温まる物語です。
表紙絵の表現: 表紙には、明るい秋の森が広がり、リリーが笑顔でカラフルな木の実を抱えています。周りには友達のウサギやフクロウも描かれ、みんなで楽しそうに笑い合っています。森の葉は黄金色に染まり、秋の温もりが感じられるデザインです。

タイトル: 「リスの陰謀」
ジャンル: 推理小説
あらすじ: リスのダンは、自分の大切な木の実が次々と消える事件を解決するため、周囲の動物たちに話を聞きます。彼は独自の推理力を駆使し、犯人を突き止めるための証拠を集めます。果たして、リスのダンは真実に辿り着くことができるのか？思わぬ展開が待つ緊迫のストーリーが展開します。
表紙絵の表現: 表紙は薄暗い森の中、ダンが緊張感を漂わせながら周囲を警戒している姿が描かれています。後ろには消えた木の実の場所が影で見え、リスの鋭い目がその真実を追う様子が強調されています。ミステリアスな雰囲気が漂い、読者の興味を引きつけます。

タイトル: 「リスの知られざる歴史」
ジャンル: 歴史
あらすじ: 本書では、リスの起源や進化の過程、そして文化や伝説におけるリスの重要性を詳しく解説します。世界各地でリスが果たした役割や、その生態系における位置づけについても考察し、リスの歴史がどのように形成されてきたのかを探ります。歴史好きもリス好きも楽しめる一冊です。
表紙絵の表現: 表紙には、古代の森を背景に、さまざまな種類のリスが描かれています。彼らが歴史的な象徴物や古代の道具と共に配置され、過去と現在をつなぐ印象を与えています。地球の歴史を感じさせる温かみのある色使いが、読者を引き込む要素となっています。

タイトル: 「魔法の森のリスたち」
ジャンル: ファンタジー小説
あらすじ: 幻想的な魔法の森に住むリスたちは、特別な木の実から魔法の力を得ていました。ある日、悪党がその力を狙い、森を襲ってきます。リスの仲間たちは協力し、力を合わせて敵に立ち向かうことを決意します。友情、勇気、そして魔法の冒険が繰り広げられる、心躍るファンタジーです。
表紙絵の表現: 表紙には、魔法の森の中で輝く木の実を囲むリスたちが描かれています。幻想的な光が森を照らし、リスたちの表情には希望と決意が表れています。色とりどりの花や、空に舞う小さな妖精たちが背景を飾り、夢の世界へと誘う魅力的なデザインです。

タイトル: 「天空を駆けるリス」
ジャンル: ファンタジー小説
あらすじ: 天空に浮かぶ島々に住むリスたちは、風を操る力を持っています。主人公のリス、ルークは、島の危機を救うため、仲間たちと共に風の精霊を探しに出発します。さまざまな冒険を通じて成長し、真の力を見つけるルークの姿を描いた物語です。
