h7g4Yl2Z6xkT,イルカのララと魔法の海,小さなイルカのララは、広い海で冒険が大好き。ある日、ララは海の底に光る不思議な貝を見つけます。それは海の魔法を宿した貝で、ララはその力でさまざまな海の仲間たちを助けることに。友達と一緒に、困難な試練に立ち向かいながら成長するララの姿を描いた心温まる物語。,小林 実,青空出版社,2022-03-15,1500,250,"9784567891234",http://vsv-peridot.skygroup.local/my-books/images/h7g4Yl2Z6xkT.jpg
6gHk2Z4D1jVW,沈黙の潮,海洋研究所でイルカを研究していた学者が謎の失踪を遂げる。海洋探偵マリーナは、その事件に隠された謎を解くため、イルカとの深い絆を持つ元ダイバーの協力を得て調査を進める。鍵を握るのは、研究所のイルカたちが見ていた最後の映像。沈黙するイルカたちが知る真実とは…。,高橋 直子,日海社,2019-06-10,2200,300,"9784567892345",http://vsv-peridot.skygroup.local/my-books/images/6gHk2Z4D1jVW.jpg
5xTqL7hD8c1F,海を渡る使者たち,古代から現代まで、イルカはさまざまな文明で神聖視され、または友好の象徴として扱われてきた。本書では、ギリシャ神話からポリネシアの航海術まで、イルカがどのように文化と歴史の中で重要な役割を果たしてきたのかを探る。航海者の友、神々の使者としてのイルカの姿を歴史的文献や研究に基づき紹介する。,川村 志保,未来社,2021-08-25,3000,450,"9784567893456",http://vsv-peridot.skygroup.local/my-books/images/5xTqL7hD8c1F.jpg
2dF9KsL1hG6X,イルカの月,古代の海の神に仕えるイルカたちは、夜の海に光る「イルカの月」の下で特殊な力を発揮することができる。しかし、その力を狙う人間たちが現れ、海の平和が脅かされる。海の王国に住む少年カイとイルカのティナは、世界を守るために冒険の旅に出る。,佐々木 亮,海の子出版,2020-12-01,1800,200,"9784567894567",http://vsv-peridot.skygroup.local/my-books/images/2dF9KsL1hG6X.jpg
4nH5PqL9Jk8S,海の歌,ある日、若い船乗りのルイスは、船の上で謎の歌声を耳にする。その歌声は、イルカの女王のもので、彼女はルイスに海の王国の危機を告げる。人間とイルカの運命を繋ぐ「海の歌」を守るため、ルイスとイルカたちは力を合わせ、暗い海の底に眠る古代の敵に立ち向かう。,山本 藍,波音社,2018-09-30,2500,350,"9784567895678",http://vsv-peridot.skygroup.local/my-books/images/4nH5PqL9Jk8S.jpg
8hJ2L6dQ4F1x,沈黙のイルカたち,ある沿岸の街で、突然イルカたちが岸に打ち上げられる事件が続発する。海洋生物学者のエレナは、イルカたちが発するSOSサインを解読し、原因を突き止めようとするが、背後に大企業の陰謀があることを知る。エレナはイルカたちを守るために危険な調査に挑む。,田中 健太,深海出版,2017-07-14,2300,420,"9784567896789",http://vsv-peridot.skygroup.local/my-books/images/8hJ2L6dQ4F1x.jpg
2xK3QyN1H5jB,最後の海の鍵,沖合で発見された古代の遺跡。遺跡には「イルカの鍵」と呼ばれる謎めいたアーティファクトが眠っているとされている。考古学者ケイトは、イルカの群れに導かれ、その遺跡にたどり着くが、彼女を狙う者たちが現れ、遺跡の謎と陰謀が次第に深まる。果たしてイルカの鍵とは何なのか。,藤井 和則,グリーン出版社,2016-05-05,2700,380,"9784567897890",http://vsv-peridot.skygroup.local/my-books/images/2xK3QyN1H5jB.jpg
7cL8Jq3Y1H9b,イルカの星へ,未来の地球では、人類が絶滅の危機に瀕し、イルカが進化して海の知的生命体として支配するようになっていた。人類最後の宇宙船が、彼らの星「イルカの星」に到達し、そこでイルカたちとの共存を模索するが、イルカの星には未知の敵が潜んでいた。人類とイルカの未来はどうなるのか。,"伊藤 あかり,斎藤 昭人",星海出版,2023-02-18,3200,480,"9784567898901",http://vsv-peridot.skygroup.local/my-books/images/7cL8Jq3Y1H9b.jpg
9qT6Hk4Y3F2A,イルカの波間に,海洋保護団体の活動家リナは、毎日のように海へ出てイルカの保護に尽力していた。そんな彼女は、同じ保護活動に参加する海洋学者のカズマに惹かれていく。共にイルカを守るために奔走する中で、2人は次第に絆を深めていくが、ある日イルカに関する大きな危機が訪れる。彼らの愛とイルカたちの運命はどうなるのか。,佐藤 啓,海流社,2024-01-10,2500,300,"9784567899012",http://vsv-peridot.skygroup.local/my-books/images/9qT6Hk4Y3F2A.jpg
1pL8Jd4Q5K9m,イルカの世界大図鑑,世界中の海に生息するイルカの種類、行動、生態系などを詳しく解説した図鑑。珍しい種や深海での生活、生態系における役割など、多彩な情報を豊富な写真とともに紹介する。また、イルカの知性やコミュニケーションの仕組み、過去の研究結果も含め、イルカの魅力を余すところなく伝える一冊。,中村 美和,知識の海社,2015-11-20,3600,500,"9784567890123",http://vsv-peridot.skygroup.local/my-books/images/1pL8Jd4Q5K9m.jpg

タイトル: 「イルカのララと魔法の海」
ジャンル: 絵本
あらすじ: 小さなイルカのララは、広い海で冒険が大好き。ある日、ララは海の底に光る不思議な貝を見つけます。それは海の魔法を宿した貝で、ララはその力でさまざまな海の仲間たちを助けることに。友達と一緒に、困難な試練に立ち向かいながら成長するララの姿を描いた心温まる物語。
表紙絵の表現: 青い海の中、ララが笑顔で貝を持ち上げ、周りには色とりどりの魚やカラフルなサンゴ礁が描かれています。ララの周りには光の粒子が輝き、魔法の力が感じられる美しいデザインです。

タイトル: 「沈黙の潮」
ジャンル: 推理小説
あらすじ: 海洋研究所でイルカを研究していた学者が謎の失踪を遂げる。海洋探偵マリーナは、その事件に隠された謎を解くため、イルカとの深い絆を持つ元ダイバーの協力を得て調査を進める。鍵を握るのは、研究所のイルカたちが見ていた最後の映像。沈黙するイルカたちが知る真実とは…。
表紙絵の表現: 曇り空の下、荒れる海を背景に、ミステリアスな研究施設の入り口が描かれています。水面に近づくイルカの影が、事件の核心を暗示するように描かれ、薄暗いトーンが緊張感を強調しています。

タイトル: 「海を渡る使者たち」
ジャンル: 歴史
あらすじ: 古代から現代まで、イルカはさまざまな文明で神聖視され、または友好の象徴として扱われてきた。本書では、ギリシャ神話からポリネシアの航海術まで、イルカがどのように文化と歴史の中で重要な役割を果たしてきたのかを探る。航海者の友、神々の使者としてのイルカの姿を歴史的文献や研究に基づき紹介する。
表紙絵の表現: 古代ギリシャの船と共に、海を跳ねるイルカたちが描かれています。背景には地中海の青い空と波が広がり、時代を越えたイルカの存在感が際立つデザインです。

タイトル: 「イルカの月」
ジャンル: ファンタジー小説
あらすじ: 古代の海の神に仕えるイルカたちは、夜の海に光る「イルカの月」の下で特殊な力を発揮することができる。しかし、その力を狙う人間たちが現れ、海の平和が脅かされる。海の王国に住む少年カイとイルカのティナは、世界を守るために冒険の旅に出る。
表紙絵の表現: 夜の海を背景に、月の光が水面に反射し、その中でイルカたちが優雅に泳ぐ様子が描かれています。幻想的な色合いで、神秘的な海の世界が広がり、特別な力を感じさせるデザインです。

タイトル: 「海の歌」
ジャンル: ファンタジー小説
あらすじ: ある日、若い船乗りのルイスは、船の上で謎の歌声を耳にする。その歌声は、イルカの女王のもので、彼女はルイスに海の王国の危機を告げる。人間とイルカの運命を繋ぐ「海の歌」を守るため、ルイスとイルカたちは力を合わせ、暗い海の底に眠る古代の敵に立ち向かう。
表紙絵の表現: 荒れた海の中、イルカたちが波の間から姿を現し、船の上に立つルイスが遠くを見つめている。風に吹かれるマストと、海から響く歌声を感じさせるような波紋が美しく描かれています。

タイトル: 「沈黙のイルカたち」
ジャンル: ミステリー小説
あらすじ: ある沿岸の街で、突然イルカたちが岸に打ち上げられる事件が続発する。海洋生物学者のエレナは、イルカたちが発するSOSサインを解読し、原因を突き止めようとするが、背後に大企業の陰謀があることを知る。エレナはイルカたちを守るために危険な調査に挑む。
表紙絵の表現: 灰色の海岸に打ち上げられたイルカの群れが描かれ、その中に立つエレナが険しい表情で遠くを見つめています。曇天の下、荒れた海と静かな波がミステリアスな雰囲気を醸し出しています。

タイトル: 「最後の海の鍵」
ジャンル: ミステリー小説
あらすじ: 沖合で発見された古代の遺跡。遺跡には「イルカの鍵」と呼ばれる謎めいたアーティファクトが眠っているとされている。考古学者ケイトは、イルカの群れに導かれ、その遺跡にたどり着くが、彼女を狙う者たちが現れ、遺跡の謎と陰謀が次第に深まる。果たしてイルカの鍵とは何なのか。
表紙絵の表現: 青い深海の底に、巨大な遺跡が沈んでいる様子が描かれています。遺跡の周りにはイルカが泳ぎ、海底に差し込む光が神秘的な雰囲気を強調しています。ケイトが遠くからその光景を見つめています。

タイトル: 「イルカの星へ」
ジャンル: SF小説
あらすじ: 未来の地球では、人類が絶滅の危機に瀕し、イルカが進化して海の知的生命体として支配するようになっていた。人類最後の宇宙船が、彼らの星「イルカの星」に到達し、そこでイルカたちとの共存を模索するが、イルカの星には未知の敵が潜んでいた。人類とイルカの未来はどうなるのか。
表紙絵の表現: 宇宙空間を背景に、青い惑星「イルカの星」と、その周囲を泳ぐイルカたちが描かれています。遠くに見える宇宙船が、未知の未来へと向かう様子を強調し、宇宙的な広がりが感じられるデザインです。

タイトル: 「イルカの波間に」
ジャンル: 恋愛小説
あらすじ: 海洋保護団体の活動家リナは、毎日のように海へ出てイルカの保護に尽力していた。そんな彼女は、同じ保護活動に参加する海洋学者のカズマに惹かれていく。共にイルカを守るために奔走する中で、2人は次第に絆を深めていくが、ある日イルカに関する大きな危機が訪れる。彼らの愛とイルカたちの運命はどうなるのか。
表紙絵の表現: 夕暮れの海辺に、リナとカズマが手を取り合って立ち、その後ろにイルカたちが優雅に泳いでいる姿が描かれています。夕日が海に沈みかけ、金色に染まった海面が2人とイルカたちを優しく包み込むように輝いています。ロマンチックな雰囲気が溢れる美しい表紙です。

タイトル: 「イルカの世界大図鑑」
ジャンル: 図鑑
あらすじ: 世界中の海に生息するイルカの種類、行動、生態系などを詳しく解説した図鑑。珍しい種や深海での生活、生態系における役割など、多彩な情報を豊富な写真とともに紹介する。また、イルカの知性やコミュニケーションの仕組み、過去の研究結果も含め、イルカの魅力を余すところなく伝える一冊。
表紙絵の表現: 明るい青い海を背景に、さまざまな種類のイルカが泳ぐ姿が配置されています。各イルカには名前が表示され、図鑑らしく各種の特徴が見て取れるデザイン。海の透明感と鮮やかな色彩が、イルカたちの生命力を強調しています。
