F5zK1sGv2L6s,インコのきせつ,小さなインコ、カナリアは四季折々の美しい風景を巡る冒険に出ます。春の花々、夏の青空、秋の紅葉、冬の雪景色。それぞれの季節で出会った仲間たちと共に、自然の素晴らしさや友情の大切さを学ぶ心温まる物語です。特に冬の厳しい寒さの中で、彼女たちはお互いを支え合いながら、強い絆を築いていく様子が描かれています。自然との共生をテーマにした感動的なストーリー。,中島 朋子,風の文庫,2021-08-15,1500,120,"9784567890123",http://vsv-peridot.skygroup.local/my-books/images/F5zK1sGv2L6s.jpg
C8mR5dPj3Q0n,インコの謎を解け！,有名な鳥類学者が飼っていたインコが、謎の失踪を遂げた。主人公の探偵、佐藤は、残された手がかりを元に調査を始める。調査が進むにつれ、インコの背後には不正な取引や陰謀が潜んでいることが明らかに。真実を追い求める中で、彼は意外な人物と対峙することになり、事件は思わぬ方向へと展開していく。果たして彼は、このミステリーを解決できるのか。,"高橋 剛,松本 恵美",探偵出版,2019-03-29,2200,300,"9784567890124",http://vsv-peridot.skygroup.local/my-books/images/C8mR5dPj3Q0n.jpg
d9JfB3pW8rL7,インコの歴史をたどる,古代から現代まで、インコが人々の生活にどのように関わってきたかを探求する一冊。古代エジプトでの神聖視や、南米の文化における役割、さらにはペットとしての人気の高まりについても詳述します。インコの進化とともに、人々との関係がいかに変わってきたかを解説します。インコを通じて文化や歴史がどのように交差するかを学ぶ貴重な資料です。,黒田 昇,文化社,2020-02-10,1800,250,"9784567890125",http://vsv-peridot.skygroup.local/my-books/images/d9JfB3pW8rL7.jpg
n5ZtJ6vM4H1e,インコの魔法使い,ある日、普通のインコが不思議な魔法の力を手に入れる。彼はこの力を使い、困難に直面した友達を助けることに。旅の途中で出会った仲間たちと共に、冒険を繰り広げながら、友情や勇気、愛の力を知る物語。彼の成長と魔法の世界の魅力が描かれています。最終的には、彼の魔法がどのように彼自身や周囲の人々に影響を与えるかがクライマックスとなり、感動的な結末を迎えます。,木村 愛,ファンタジー出版,2018-11-21,1600,300,"9784567890126",http://vsv-peridot.skygroup.local/my-books/images/n5ZtJ6vM4H1e.jpg
m3BqJ7nW1Y5u,インコの王国,鳥たちが支配する魔法の王国に迷い込んだ少女、ユリは、インコの王子と出会う。彼は王国を救うために、失われた魔法の宝を探し続けていた。共に旅をしながら、ユリは友情、愛、そして勇気を学び、王国の運命を変える鍵となる。彼らの冒険は、感動的でハートフルなストーリーへと繋がります。果たして彼らは、王国の危機を乗り越えられるのか、期待が高まる物語です。,斉藤 清美,星空文庫,2023-07-13,2000,250,"9784567890127",http://vsv-peridot.skygroup.local/my-books/images/m3BqJ7nW1Y5u.jpg
P9hR3dFj8L2e,インコが見た真実,高名な画家が亡くなった後、彼のインコが残したメッセージが人々を魅了する。しかし、その内容には謎が潜んでおり、アート界の闇を暴く鍵となる。若き女性記者のリナは、インコの目を通して真実を追求し、画家の死の背後に隠された秘密を解き明かしていく。サスペンス溢れるストーリー。彼女が真実に近づくにつれ、危険が迫る中で、どのように立ち向かうのかが描かれています。,佐々木 雄介,文芸社,2022-12-05,2400,320,"9784567890128",http://vsv-peridot.skygroup.local/my-books/images/P9hR3dFj8L2e.jpg
A5fW8dZt1R0j,消えたインコの秘密,有名なインコ愛好家が、自分の愛鳥を奪われる事件に直面する。主人公の探偵、武藤は、手がかりを追いながら周囲の人々との関係を探り始める。インコの行方を追ううちに、彼は思いもよらぬ人物の陰謀を知り、真実に迫っていく。驚きの結末が待ち受けています。彼の調査が進むにつれて、信じられない真実が明らかになり、周囲の人々との関係が試される物語が展開します。,川村 健,探偵出版,2024-01-10,1500,280,"9784567890129",http://vsv-peridot.skygroup.local/my-books/images/A5fW8dZt1R0j.jpg
U8mK1pLr5B6j,インコの未来,環境問題が深刻化する未来、インコは人間と共に生きる知的生命体として進化していた。彼らは新しい知識を持ち、テクノロジーを駆使して人類と協力しながら地球を再生しようとする。だが、ある陰謀が彼らの平和を脅かし、インコたちは自らの力を証明するために立ち上がる。友情と協力の物語が描かれています。最終的には、彼らの団結がどのように世界を変えるのかが見どころです。,西村 佳代,未来出版,2023-05-04,2200,300,"9784567890130",http://vsv-peridot.skygroup.local/my-books/images/U8mK1pLr5B6j.jpg
R3bQ8fJw1T2h,インコのささやき,都会に住む青年、翔は、飼い始めたインコがもたらした不思議な縁で、隣に住む女性、リナと出会う。インコがささやく言葉が、二人の心を繋ぎ、少しずつ恋愛が芽生えていく様子が描かれます。飼い主とインコ、そして二人の恋の成長が温かく綴られた感動作です。彼らの関係が進展する中で、インコが果たす重要な役割も強調されており、心温まるラブストーリーとなっています。,中川 蓮,愛の文庫,2020-10-22,1600,180,"9784567890131",http://vsv-peridot.skygroup.local/my-books/images/R3bQ8fJw1T2h.jpg
Y1nK6qHc3D7u,インコのすべて,インコの多様性、習性、飼育法を網羅した包括的な図鑑です。世界中のさまざまなインコの種類や、それぞれの特徴、性格、飼育に関する情報を豊富な写真と共に紹介します。インコの生態を深く理解し、愛するための知識が詰まっています。,吉田 美香,音楽出版,2022-09-15,1800,220,"9784567890132",http://vsv-peridot.skygroup.local/my-books/images/Y1nK6qHc3D7u.jpg

