Nf3gYzQ8JpH8,ヤギのミラクルキャッチ,小さな村に住むヤギのミラクルは、特技のジャンプで村の皆に愛されています。ある日、村の祭りで行われるコンテストに出場することに。友達と協力し、ミラクルは自分の能力を信じて挑戦します。仲間との絆や、自分を信じることの大切さを描いた心温まる物語です。,水野 陽介,未来書房,2023-08-15,1200,150,"9784907611120",http://vsv-peridot.skygroup.local/my-books/images/Nf3gYzQ8JpH8.jpg
kQ1yGpL6xQ7n,ヤギと失われた宝,冷たい雪に覆われた山村で、村の名物ヤギが失踪しました。村人たちは動揺し、特にヤギ好きの少年は心配でたまりません。彼は友達と共に調査を開始。村の古い伝説と関係する謎が次第に明らかになり、思わぬ真実が待ち受けています。友情や勇気をテーマにした緊迫感あふれる物語です。,鈴木 明日香,黒星出版,2020-11-29,1500,220,"9784867635145",http://vsv-peridot.skygroup.local/my-books/images/kQ1yGpL6xQ7n.jpg
M1eHnYg8QxQ0,ヤギが拓いた道,古代文明の中で、ヤギは農業や交易において欠かせない存在でした。この本では、ヤギがどのように人々の生活に影響を与え、文化を形成してきたのかを探ります。食料源や衣料、さらには神話や儀式におけるヤギの役割に焦点を当て、過去の人々との深い関係を浮き彫りにします。読み応えのある歴史的視点を提供します。,大野 哲也,文芸社,2022-01-10,2500,320,"9784301234567",http://vsv-peridot.skygroup.local/my-books/images/M1eHnYg8QxQ0.jpg
F6gJhTq9ZkL8,ヤギの魔法使い,魔法の世界で、若いヤギのギルは、自分に魔法の才能があることに気づきます。彼は、伝説の魔法使いになるための旅に出ることを決意します。様々な冒険を通じて、仲間たちと共に困難を乗り越え、真の魔法の力とは何かを学んでいきます。友情、成長、そして自己発見の物語です。,松村 創,星の書房,2021-05-22,1800,250,"9784912345678",http://vsv-peridot.skygroup.local/my-books/images/F6gJhTq9ZkL8.jpg
3HsQxFh2JrE9,ヤギの王国,ある日、普通の農場に住むヤギが不思議な力を手に入れ、ヤギたちの王国を作ることになります。彼は仲間たちと共に危険な冒険を経て、失われた王国の秘密を探ります。友情、信念、そして王としての成長を描いた物語で、読者はヤギたちの世界に心奪われることでしょう。,河合 直樹,新世界出版社,2019-02-18,2100,300,"9784797712345",http://vsv-peridot.skygroup.local/my-books/images/3HsQxFh2JrE9.jpg
R5nKhJ7Y2zF4,ヤギの叫び,平和な村で、ある晩、ヤギが不気味な叫び声を上げ始めます。村人たちはその原因を突き止めようと試みるが、何も分からないまま時間が過ぎていきます。若い探偵は、この謎に挑戦し、叫び声の背後に隠された真実を解き明かしていく。村の秘密が明るみに出るとともに、思わぬ結末が待ち受けます。,山本 一也,月明かり出版,2020-07-30,1600,280,"9784825367890",http://vsv-peridot.skygroup.local/my-books/images/R5nKhJ7Y2zF4.jpg
dJ4fLnQ2ZcR3,ヤギと消えた画家,有名な画家が、ヤギとともに山小屋で消息を絶ちます。探偵は、彼が残した絵画や手がかりを基に、彼の行方を追うことに。絵の中に隠された秘密を解き明かす中で、ヤギが重要な役割を果たすことに気づきます。芸術と謎が絡み合う、驚きの展開が待っています。,村上 拓海,アートブック社,2024-02-20,2400,350,"9784785791234",http://vsv-peridot.skygroup.local/my-books/images/dJ4fLnQ2ZcR3.jpg
G7kHqX1V5tZ2,宇宙のヤギ,未来の宇宙で、遺伝子操作されたヤギたちが新たな知性を持つ種族として進化します。彼らは宇宙の平和を守るために、人間たちと手を組み、さまざまな星系を旅しながら冒険を繰り広げます。友情と協力をテーマに、異なる種族間の関係を深く掘り下げた物語です。,井上 彩,星間出版,2023-09-05,2000,400,"9784315798412",http://vsv-peridot.skygroup.local/my-books/images/G7kHqX1V5tZ2.jpg
Q2tGpJ6N5dM4,ヤギと心の距離,小さな農場で育った青年が、幼なじみの少女と再会し、心の距離を縮める物語。彼女が飼っているヤギは、二人の絆を深める重要な存在です。ヤギの特異な行動が引き起こす出来事を通じて、彼らは互いの想いを再確認し、愛を育む様子が描かれます。,藤田 智子,文学の森,2022-12-12,1700,200,"9784798712340",http://vsv-peridot.skygroup.local/my-books/images/Q2tGpJ6N5dM4.jpg
V1jFqL4X2pK8,ヤギの世界,ヤギの多様性や生態、特徴を詳しく解説した図鑑です。さまざまな種類のヤギやその生息地、食性、行動パターンについて写真と共に学ぶことができます。興味深い事実やヤギにまつわる神話、文化的な側面も紹介されており、子どもから大人まで楽しめる内容です。,"清水 美咲,山田 翔",図鑑出版,2024-03-15,1900,320,"9784871234567",http://vsv-peridot.skygroup.local/my-books/images/V1jFqL4X2pK8.jpg

タイトル: 「ヤギのミラクルキャッチ」
ジャンル: 絵本
あらすじ: 小さな村に住むヤギのミラクルは、特技のジャンプで村の皆に愛されています。ある日、村の祭りで行われるコンテストに出場することに。友達と協力し、ミラクルは自分の能力を信じて挑戦します。仲間との絆や、自分を信じることの大切さを描いた心温まる物語です。
表紙絵の表現: 表紙には、明るい色合いの村の風景が広がり、ミラクルが大きなジャンプを決めている瞬間が描かれています。周りには友達の動物たちが応援していて、楽しそうな雰囲気が漂います。カラフルな花々が咲く中、陽射しが柔らかく差し込むデザインが、見る人を元気にさせます。

タイトル: 「ヤギと失われた宝」
ジャンル: 推理小説
あらすじ: 冷たい雪に覆われた山村で、村の名物ヤギが失踪しました。村人たちは動揺し、特にヤギ好きの少年は心配でたまりません。彼は失踪の謎を解くため、友達と共に調査を開始。村の古い伝説と関係する謎が次第に明らかになり、思わぬ真実が待ち受けています。友情や勇気をテーマにした緊迫感あふれる物語です。
表紙絵の表現: 表紙には、雪に覆われた静かな村が描かれ、中心に失踪したヤギの影がぼんやりと浮かんでいます。村の家々の窓には光が漏れ、暗い雰囲気の中に一筋の希望が感じられます。タイトルは大きく、神秘的なフォントで表現され、読者の興味を引きます。

タイトル: 「ヤギが拓いた道」
ジャンル: 歴史
あらすじ: 古代文明の中で、ヤギは農業や交易において欠かせない存在でした。この本では、ヤギがどのように人々の生活に影響を与え、文化を形成してきたのかを探ります。食料源や衣料、さらには神話や儀式におけるヤギの役割に焦点を当て、過去の人々との深い関係を浮き彫りにします。読み応えのある歴史的視点を提供します。
表紙絵の表現: 表紙には、古代の農場風景が描かれ、ヤギが穏やかに草を食べる姿が中心に配置されています。周囲には古代の人々が忙しく働く様子や、交易の風景が広がり、ヤギの重要性が強調されています。全体的に温かみのある色合いで、歴史の奥深さが感じられるデザインになっています。

タイトル: 「ヤギの魔法使い」
ジャンル: ファンタジー小説
あらすじ: 魔法の世界で、若いヤギのギルは、自分に魔法の才能があることに気づきます。彼は、伝説の魔法使いになるための旅に出ることを決意します。様々な冒険を通じて、仲間たちと共に困難を乗り越え、真の魔法の力とは何かを学んでいきます。友情、成長、そして自己発見の物語です。
表紙絵の表現: 表紙には、幻想的な森の中で、魔法の杖を持ったギルが勇ましく立っている姿が描かれています。彼の周りには、魔法の光が舞い上がり、色とりどりの動物たちが彼を見守っています。神秘的で鮮やかな色使いが、読者を物語の世界へと誘います。

タイトル: 「ヤギの王国」
ジャンル: ファンタジー小説
あらすじ: ある日、普通の農場に住むヤギが不思議な力を手に入れ、ヤギたちの王国を作ることになります。彼は、仲間たちと共に危険な冒険を経て、失われた王国の秘密を探ります。友情、信念、そして王としての成長を描いた物語で、読者はヤギたちの世界に心奪われることでしょう。
表紙絵の表現: 表紙には、幻想的な王国の景色が広がり、王冠をかぶったヤギが自信に満ちた表情で描かれています。背景には、美しい城や豊かな自然が広がり、王国の壮大さが表現されています。明るい色合いと細かなディテールが、物語の魅力を引き立てます。

タイトル: 「ヤギの叫び」
ジャンル: ミステリー小説
あらすじ: 平和な村で、ある晩、ヤギが不気味な叫び声を上げ始めます。村人たちはその原因を突き止めようと試みるが、何も分からないまま時間が過ぎていきます。若い探偵は、この謎に挑戦し、叫び声の背後に隠された真実を解き明かしていく。村の秘密が明るみに出るとともに、思わぬ結末が待ち受けます。
表紙絵の表現: 表紙には、暗い夜空の下で叫ぶヤギの姿が描かれています。周りには、村の影が映り込み、不安感を醸し出しています。タイトルは緊迫感のあるフォントで配置され、読者の好奇心を掻き立てるデザインになっています。

タイトル: 「ヤギと消えた画家」
ジャンル: ミステリー小説
