S3f0kA1h9G2b,ラッコのいちにち,小さなラッコ、ルビーが一日を過ごす物語。朝、波に乗って遊び、昼は海藻を食べ、友達と楽しく過ごします。夕方、星空を見上げながら、家族と一緒に寄り添って眠るルビー。子供たちに自然とのふれあいや、仲間との大切さを教える心温まる絵本です。,佐々木 守,風の森出版,2023-08-15,1500,40,"9784878345630",http://vsv-peridot.skygroup.local/my-books/images/S3f0kA1h9G2b.jpg
cA1D8h9sFq7k,ラッコの謎を追え,小さな漁村で、ラッコたちの大切な宝物が次々と消える事件が発生。探偵ラッコのミロは、仲間たちと共に犯人を追いかけます。手がかりを集めながら、村の人々や海の生き物たちとの関係を深めていくミロ。果たして、真実にたどり着くことができるのか。友と共に絆を深める冒険が展開します。,松田 花子,山海出版社,2021-12-22,2000,280,"9784923167894",http://vsv-peridot.skygroup.local/my-books/images/cA1D8h9sFq7k.jpg
M8jD2h3B7q9r,海の守り手：ラッコの歴史,ラッコの生態や歴史を探る一冊。かつて彼らが人間にとって重要な存在であった時代から、絶滅危惧種として保護されるようになった経緯を解説。ラッコの習性、捕獲の歴史、保護活動の取り組みについて詳しく紹介し、読者に環境問題の大切さを伝えます。,鈴木 一郎,森の出版社,2020-06-10,2500,320,"9784987623456",http://vsv-peridot.skygroup.local/my-books/images/M8jD2h3B7q9r.jpg
tF1K0d8H5W4m,ラッコと魔法の海,ラッコのラリルは、魔法の力を持つ海の生き物たちと共に、邪悪な魔女から海を守るために立ち上がります。彼らは、古代の伝説に隠された秘宝を探し、様々な試練を乗り越えながら友情を深めていく。魔法と冒険が織りなす感動的な物語です。,"高橋 隆,川村 美和",文芸社,2024-03-05,1800,150,"9784736724321",http://vsv-peridot.skygroup.local/my-books/images/tF1K0d8H5W4m.jpg
nC5xR3j1T8h2,ラッコの王国,人間の世界に迷い込んだラッコの王子、トトが、元の王国に戻るために仲間を集めて冒険に出る。途中で出会う様々な海の生き物たちと共に、トトは自分の運命を知り、真の王として成長していく。友情や愛情を描いたファンタジックな物語。,高田 友樹,海洋書房,2022-09-18,2200,350,"9784567498521",http://vsv-peridot.skygroup.local/my-books/images/nC5xR3j1T8h2.jpg
X6b2sH7q3M8j,ラッコの失踪事件,ラッコの村で、大切なアイテムが次々と消える事件が発生。若いラッコの探偵、ミミは、仲間たちと共に手がかりを探し始めます。村の秘密が次第に明らかになり、彼女たちの絆も試されることに。果たして、ミミはこの事件を解決し、村を救うことができるのか。,加藤 隆太,大海出版社,2024-01-29,1900,210,"9784843126892",http://vsv-peridot.skygroup.local/my-books/images/X6b2sH7q3M8j.jpg
P9k5H2f1L6b4,海の暗黒事件,海の生き物たちが次々と失踪する事件が発生。ラッコの捜査官、ウィリーは、同僚と共に真相を追います。彼らは、謎の影の正体を突き止めるため、危険な海の深部へと足を踏み入れる。果たして、彼らはこの事件を解決し、海の平和を取り戻すことができるのか。,山本 敦子,海の宝出版,2023-11-05,2100,280,"9784876234102",http://vsv-peridot.skygroup.local/my-books/images/P9k5H2f1L6b4.jpg
jQ7t4N1xY6h2,ラッコの宇宙冒険,未来の地球で、ラッコたちが宇宙探査船に乗り込み、新たな星を探す冒険が始まります。地球の環境が悪化する中、ラッコたちは、未知の惑星で新しい未来を見つけるための試練に挑む。友情や勇気が試される感動の物語。,"西村 拓海,佐々木 麻衣",宇宙出版,2021-04-20,2500,400,"9784198231009",http://vsv-peridot.skygroup.local/my-books/images/jQ7t4N1xY6h2.jpg
K5m4J2h9Y1f0,海のラッコ、心のふれあい,ラッコのアレックスは、仲間たちと楽しく暮らす日々を送っていました。しかし、ある日、彼は海岸で傷ついたラッコのサラに出会います。彼女を助けるうちに二人は親しくなり、次第に愛が芽生えます。しかし、アレックスはサラの過去に隠された秘密を知り、二人の関係は試練に直面する。愛と友情を描いた感動のストーリー。,岡本 陽子,波の書房,2020-10-03,2300,270,"9784561123456",http://vsv-peridot.skygroup.local/my-books/images/K5m4J2h9Y1f0.jpg
Y4b8Q3w7Z1d5,ラッコのすべて,ラッコの生態、習性、保護活動について詳しく解説した図鑑。写真やイラストを多用し、子供から大人まで楽しめる内容です。ラッコの食生活や生活環境、コミュニケーションの仕方を紹介し、彼らの生き方を学ぶことができます。また、絶滅危惧種としての現状や保護活動の重要性についても触れ、自然環境を守る意識を高める一冊です。,浜田 裕太,海洋学会出版,2022-05-14,2000,180,"9784937125691",http://vsv-peridot.skygroup.local/my-books/images/Y4b8Q3w7Z1d5.jpg

タイトル: 「ラッコのいちにち」
ジャンル: 絵本
あらすじ: 小さなラッコ、ルビーが一日を過ごす物語。朝、波に乗って遊び、昼は海藻を食べ、友達と楽しく過ごします。夕方、星空を見上げながら、家族と一緒に寄り添って眠るルビー。子供たちに自然とのふれあいや、仲間との大切さを教える心温まる絵本です。
表紙絵の表現: 表紙には、波の上に浮かぶラッコのルビーが描かれています。彼女の目はキラキラと輝き、周りには色とりどりの海藻や小魚が泳いでいます。背景には、青空と明るい太陽が広がり、楽しい一日の始まりを予感させます。ルビーの表情からは無邪気さが溢れ、見た人を引き込む魅力があります。

タイトル: 「ラッコの謎を追え」
ジャンル: 推理小説
あらすじ: 小さな漁村で、ラッコたちの大切な宝物が次々と消える事件が発生。探偵ラッコのミロは、仲間たちと共に犯人を追いかけます。手がかりを集めながら、村の人々や海の生き物たちとの関係を深めていくミロ。果たして、真実にたどり着くことができるのか。友と共に絆を深める冒険が展開します。
表紙絵の表現: 表紙には、探偵の帽子をかぶったラッコのミロが描かれています。彼の手には magnifying glass（虫眼鏡）があり、周りには不審な足跡や散らばった貝殻が見えます。暗い海の色合いと夜空の星々が背景に広がり、ミステリアスな雰囲気を醸し出しています。ミロの真剣な表情からは、事件解決への決意が感じられます。

タイトル: 「海の守り手：ラッコの歴史」
ジャンル: 歴史
あらすじ: ラッコの生態や歴史を探る一冊。かつて彼らが人間にとって重要な存在であった時代から、絶滅危惧種として保護されるようになった経緯を解説。ラッコの習性、捕獲の歴史、保護活動の取り組みについて詳しく紹介し、読者に環境問題の大切さを伝えます。
表紙絵の表現: 表紙には、古い文献のイラストを背景にしたラッコの姿が描かれています。歴史的な船や捕鯨の様子が薄く透けて見え、ラッコの重要性を強調しています。色調は落ち着いたトーンで、年代を感じさせる風合いがあり、表紙全体から重厚感が漂います。

タイトル: 「ラッコと魔法の海」
ジャンル: ファンタジー小説
あらすじ: ラッコのラリルは、魔法の力を持つ海の生き物たちと共に、邪悪な魔女から海を守るために立ち上がります。彼らは、古代の伝説に隠された秘宝を探し、様々な試練を乗り越えながら友情を深めていく。魔法と冒険が織りなす感動的な物語です。
表紙絵の表現: 表紙には、ラッコのラリルが魔法の杖を持ち、煌めく海の中を泳いでいる姿が描かれています。周りには、光り輝く魚や色とりどりの水草が描かれ、幻想的な雰囲気が漂います。背景には、星空と月があり、物語の神秘的な世界観を表現しています。

タイトル: 「ラッコの王国」
ジャンル: ファンタジー小説
あらすじ: 人間の世界に迷い込んだラッコの王子、トトが、元の王国に戻るために仲間を集めて冒険に出る。途中で出会う様々な海の生き物たちと共に、トトは自分の運命を知り、真の王として成長していく。友情や愛情を描いたファンタジックな物語。
表紙絵の表現: 表紙には、王冠をかぶったラッコのトトが豪華な海の王国の一角で立っています。彼の周りには、友達の魚たちやカメ、イルカが集まり、楽しそうにしています。背景には、美しい珊瑚礁や光り輝く水面が広がり、夢のような雰囲気を醸し出しています。

タイトル: 「ラッコの失踪事件」
ジャンル: ミステリー小説
あらすじ: ラッコの村で、大切なアイテムが次々と消える事件が発生。若いラッコの探偵、ミミは、仲間たちと共に手がかりを探し始めます。村の秘密が次第に明らかになり、彼女たちの絆も試されることに。果たして、ミミはこの事件を解決し、村を救うことができるのか。
表紙絵の表現: 表紙には、真剣な表情のラッコのミミが、海の底で何かを見つめている姿が描かれています。周りには暗い水の中、怪しい影が漂っている様子が描かれ、ミステリアスな雰囲気を醸し出します。水中の泡や光が彼女の表情を強調し、物語の緊迫感が伝わります。

タイトル: 「海の暗黒事件」
ジャンル: ミステリー小説
あらすじ: 海の生き物たちが次々と失踪する事件が発生。ラッコの捜査官、ウィリーは、同僚と共に真相を追います。彼らは、謎の影の正体を突き止めるため、危険な海の深部へと足を踏み入れる。果たして、彼らはこの事件を解決し、海の平和を取り戻すことができるのか。
表紙絵の表現: 表紙には、暗い海の中で目を光らせるラッコのウィリーが描かれています。彼の周りには、消えた仲間たちの影が映し出され、緊張感が漂います。背景には、暗い水とともに、危険な海の生き物たちが描かれ、物語の緊迫した雰囲気を表現しています。

タイトル: 「ラッコの宇宙冒険」
ジャンル: SF小説
あらすじ: 未来の地球で、ラッコたちが宇宙探査船に乗り込み、新たな星を探す冒険が始まります。地球の環境が悪化する中、ラッコたちは、未知の惑星で新しい未来を見つけるための試練に挑む。友情や勇気が試される感動の物語。
表紙絵の表現: 表紙には、宇宙船の窓から外を眺めるラッコたちが描かれています。周りには星々や惑星が広がり、色とりどりの星雲が描かれ、壮大な宇宙の景色が展開しています。ラッコたちは宇宙服を着ており、好奇心いっぱいの表情で新しい世界に挑む姿が印象的です。彼らの姿からは、未来への希望と冒険心が感じられ、物語の興奮が伝わります。

タイトル: 「海のラッコ、心のふれあい」
ジャンル: 恋愛小説
あらすじ: ラッコのアレックスは、仲間たちと楽しく暮らす日々を送っていました。しかし、ある日、彼は海岸で傷ついたラッコのサラに出会います。彼女を助けるうちに二人は親しくなり、次第に愛が芽生えます。しかし、アレックスはサラの過去に隠された秘密を知り、二人の関係は試練に直面する。愛と友情を描いた感動のストーリー。
表紙絵の表現: 表紙には、波の上で寄り添うアレックスとサラのラッコが描かれています。彼らの目は愛情に満ち、周りには美しい海の風景が広がっています。夕焼けの空が背景にあり、二人のシルエットが柔らかいオレンジ色に染まっています。この絵からは、愛の温かさと海の美しさが感じられ、物語のロマンティックな雰囲気を醸し出しています。

タイトル: 「ラッコのすべて」
ジャンル: 図鑑
あらすじ: ラッコの生態、習性、保護活動について詳しく解説した図鑑。写真やイラストを多用し、子供から大人まで楽しめる内容です。ラッコの食生活や生活環境、コミュニケーションの仕方を紹介し、彼らの生き方を学ぶことができます。また、絶滅危惧種としての現状や保護活動の重要性についても触れ、自然環境を守る意識を高める一冊です。
表紙絵の表現: 表紙には、愛らしいラッコが海の中で遊んでいる様子が描かれています。周りには海藻や小魚、サンゴがあり、色とりどりの海の生き物が描かれています。全体的に明るい色合いで、ラッコの元気な姿が表現されており、見る人に楽しい印象を与えます。図鑑としての学びを感じさせるデザインで、興味をそそる表紙となっています。
