










u5v9K8g6Yt12,ウマとともだち,小さな村に住む女の子が、森で出会ったウマと友情を育む物語です。ウマの名前は「ハナ」。毎日一緒に遊び、さまざまな冒険を繰り広げる二人。ある日、ハナが迷子になった時、女の子は彼女を助けるために奮闘します。友情の大切さや思いやりを学びながら、二人の絆が深まっていく様子が描かれています。この物語は、子供たちに友情の力を伝え、困難を乗り越える勇気を与えてくれます。,小川 美咲,星空出版社,2019-06-15,1500,200,"9784573021846",http://vsv-peridot.skygroup.local/my-books/images/u5v9K8g6Yt12.jpg
d7V3nZ5jHpQ4,ウマの暗号,著名な競馬評論家が、ある夜、自宅の馬小屋で死体で発見される。捜査官の山田は、馬の背中に書かれた謎の暗号を手がかりに真相を追う。様々な容疑者が浮かび上がる中、山田は競馬界に隠された秘密を明らかにしていく。ウマの世界と人間の欲望が交錯するスリリングなストーリーで、驚きの展開が待ち受けます。,佐々木 直人,川辺出版,2021-11-03,2200,350,"9784581098723",http://vsv-peridot.skygroup.local/my-books/images/d7V3nZ5jHpQ4.jpg
f6KqT2h1NpJ8,騎士とウマの物語,中世のヨーロッパを舞台に、名誉ある騎士が彼の愛馬と共に戦いの旅に出ます。騎士は数々の戦いを経て、ウマとの絆を深めていきます。物語では、馬がいかに騎士の忠実なパートナーであったかを描き、当時の戦の様子や馬の役割についても詳しく解説しています。読者は、勇気や誇りを感じながら、感動的な冒険に心を奪われるでしょう。,松本 志郎,光の書房,2020-02-28,1800,280,"9784312059740",http://vsv-peridot.skygroup.local/my-books/images/f6KqT2h1NpJ8.jpg
d1HjL6k4TwZ9,月の光に導かれて,古代の王国で、魔法の力を持つウマたちが人々を守っていました。しかし、暗黒の魔女が現れ、ウマたちを呪いにかけます。主人公の少女は、ウマたちを救うために仲間たちと共に冒険の旅に出るのです。果たして、彼女はウマたちを解放できるのか？友情と勇気を描いた感動の物語で、さまざまな試練に立ち向かう姿が印象的です。,木村 一郎,星屑出版,2022-04-12,2100,320,"9784670184321",http://vsv-peridot.skygroup.local/my-books/images/d1HjL6k4TwZ9.jpg
g3BqV9h7MkP5,ウマと運命の石,伝説のウマ、アルゴスは、運命の石を守る役割を持っていました。しかし、石が盗まれ、世界に混乱が訪れます。若き魔法使いのリナは、アルゴスと共に石を取り戻すための冒険に挑むのです。旅の中で、友情や愛情、勇気を学びながら、様々な試練に立ち向かう彼女の成長が描かれています。物語は、希望に満ちたメッセージを伝えます。,高橋 美咲,エメラルド出版,2023-08-19,1900,350,"9784895167219",http://vsv-peridot.skygroup.local/my-books/images/g3BqV9h7MkP5.jpg
s8JrW4e2XyK0,ウマのささやき,競馬場での連続失踪事件が発生し、元調教師の田中は事件の真相を追い始めます。彼はウマたちのささやきに耳を傾け、彼らの行動から手がかりを探すのです。果たして、ウマたちは彼に何を伝えようとしているのか？スリリングな展開が待ち受けるミステリーで、緊迫感あふれるストーリーが展開されます。,山本 恵介,竹の葉出版,2018-01-21,1700,260,"9784582045784",http://vsv-peridot.skygroup.local/my-books/images/s8JrW4e2XyK0.jpg
b5MkT8j1FrG2,馬車の中の秘密,高貴な家族の馬車が襲撃され、その中から一人の侍女が失踪します。探偵の山本は、この事件の背後に潜む秘密を探るのです。馬たちの行動や、馬車の中に残された手がかりを元に、意外な真実が明らかにされていきます。人間関係や裏切りが絡み合う緊迫のストーリーで、読者を引き込む内容になっています。,加藤 信一,緑の書房,2021-07-15,2500,400,"9784732962043",http://vsv-peridot.skygroup.local/my-books/images/b5MkT8j1FrG2.jpg
p9RjF5b2KqZ6,未来のウマたち,22世紀、遺伝子工学によって改良されたウマたちが新たな運命を歩む世界。彼らは高度な知能を持ち、人間と共に生活しますが、ある日、ウマたちの反乱が起きるのです。人間とウマの未来を描いた、愛と冒険の物語で、果たして彼らの共存は実現するのか？社会の問題を背景にした深いテーマが盛り込まれています。,中村 美和,未来書房,2022-09-09,2800,450,"9784794821564",http://vsv-peridot.skygroup.local/my-books/images/p9RjF5b2KqZ6.jpg
c2LxH9d7KmB1,ウマに恋して,幼馴染の馬術選手とその友人が、国際大会を目指して努力する中で芽生える恋心。彼らは共に練習し、様々な障害を乗り越えながら、互いの存在がどれほど大切かを実感していく物語です。馬との絆と人との絆が交錯する、心温まるラブストーリーで、青春の甘酸っぱさが描かれています。,"佐藤 結花,井上 藍",桜の花出版社,2023-03-18,1600,280,"9784678223184",http://vsv-peridot.skygroup.local/my-books/images/c2LxH9d7KmB1.jpg
t7XqC1j6DpH0,ウマの世界,世界中のウマの種類や生態、歴史を詳しく解説した図鑑です。各種ウマの特徴や、競馬や農業における役割などが豊富な写真とともに紹介されています。ウマの飼育や訓練方法についても触れ、愛好者から専門家まで幅広く楽しめる内容になっています。知識を深め、ウマの魅力を再発見する一冊です。,井上 隆,大地書房,2020-12-25,3200,500,"9784785102894",http://vsv-peridot.skygroup.local/my-books/images/t7XqC1j6DpH0.jpg

タイトル: 「ウマとともだち」
ジャンル: 絵本
あらすじ: 小さな村に住む女の子が、森で出会ったウマと友情を育む物語。ウマの名前は「ハナ」。毎日一緒に遊び、さまざまな冒険を繰り広げる。ハナが迷子になった時、女の子はウマを助けるために奮闘する。友情の大切さや思いやりを学びながら、二人の絆が深まっていく様子が描かれています。
表紙絵の表現: 表紙には、緑豊かな森の中で笑顔の女の子がハナと向かい合っているシーンを描く。ハナの美しい毛並みが日差しを浴びて輝き、女の子の髪が風になびいている。背景には、色とりどりの花が咲き乱れ、穏やかな雰囲気を醸し出している。

タイトル: 「ウマの暗号」
ジャンル: 推理小説
あらすじ: 著名な競馬評論家が、ある夜、自宅の馬小屋で死体で発見される。捜査官の山田は、馬の背中に書かれた謎の暗号を手がかりに真相を追う。様々な容疑者が浮かび上がる中、山田は競馬界に隠された秘密を明らかにしていく。ウマの世界と人間の欲望が交錯するスリリングなストーリー。
表紙絵の表現: 闇の中、馬小屋の一角で不気味に佇むウマを描く。背景には、月明かりに照らされた馬の影が映り、緊張感を漂わせる。手前には暗号が書かれた紙が散乱し、神秘的な雰囲気を醸し出す。

タイトル: 「騎士とウマの物語」
ジャンル: 歴史
あらすじ: 中世のヨーロッパを舞台に、名誉ある騎士が彼の愛馬と共に戦いの旅に出る。騎士は、数々の戦いを経て、ウマとの絆を深めていく。馬がいかに騎士の忠実なパートナーであったかを描きながら、当時の戦の様子や馬の役割について詳しく解説する。
表紙絵の表現: 中世の騎士が甲冑を身にまとい、愛馬にまたがる勇ましい姿を描く。背景には戦場の景色が広がり、馬の毛並みが日光を反射して美しく輝く。空は青く澄み渡り、戦の緊張感を感じさせる。

タイトル: 「月の光に導かれて」
ジャンル: ファンタジー小説
あらすじ: 古代の王国で、魔法の力を持つウマたちが人々を守っていた。しかし、暗黒の魔女が現れ、ウマたちを呪いにかける。主人公の少女は、ウマたちを救うために仲間たちと共に冒険の旅に出る。果たして、彼女はウマたちを解放できるのか？友情と勇気を描いた感動の物語。
表紙絵の表現: 夜空に輝く満月の下、光り輝くウマたちが駆ける姿を描く。ウマのたてがみは星のように輝き、少女がその背に乗っている。幻想的な色合いの風景が広がり、魔法の世界への入り口を感じさせる。

タイトル: 「ウマと運命の石」
ジャンル: ファンタジー小説
あらすじ: 伝説のウマ、アルゴスは、運命の石を守る役割を持っていた。しかし、石が盗まれ、世界に混乱が訪れる。若き魔法使いのリナは、アルゴスと共に石を取り戻すための冒険に挑む。旅の中で、友情や愛情、勇気を学びながら、様々な試練に立ち向かう。
表紙絵の表現: 表紙には、神秘的な森の中でアルゴスが輝く運命の石を守る姿を描く。リナがその傍らで決意を固める様子が描かれ、神秘的な雰囲気が漂う。背景には色鮮やかな魔法の光が舞い、物語の幻想的な世界を表現している。

タイトル: 「ウマのささやき」
ジャンル: ミステリー小説
あらすじ: 競馬場での連続失踪事件が発生し、元調教師の田中は事件の真相を追い始める。彼はウマたちのささやきに耳を傾け、彼らの行動から手がかりを探す。果たして、ウマたちは彼に何を伝えようとしているのか？スリリングな展開が待ち受けるミステリー。
表紙絵の表現: 競馬場の薄暗い馬房の中、田中がウマに寄り添いながら不思議な表情で見つめるシーンを描く。ウマの目には何か秘密が隠されているようで、周囲には緊張感が漂う。全体的にシックな色調で、ミステリーの雰囲気を引き立てる。

タイトル: 「馬車の中の秘密」
ジャンル: ミステリー小説
あらすじ: 高貴な家族の馬車が襲撃され、その中から一人の侍女が失踪する。探偵の山本は、この事件の背後に潜む秘密を探る。馬たちの行動や、馬車の中に残された手がかりを元に、意外な真実が明らかにされていく。人間関係や裏切りが絡み合う緊迫のストーリー。
表紙絵の表現: 馬車の前で立ちすくむ探偵の姿を描き、その背後には逃げるウマの影が暗示されている。馬車の窓からは光が漏れ、内部の様子がわずかに見える。背景には薄暗い森が広がり、ミステリアスな雰囲気を醸し出している。

タイトル: 「未来のウマたち」
ジャンル: SF小説
あらすじ: 22世紀、遺伝子工学によって改良されたウマたちが新たな運命を歩む世界。彼らは高度な知能を持ち、人間と共に生活するが、ある日、ウマたちの反乱が起きる。人間とウマの未来を描いた、愛と冒険の物語。果たして、彼らの共存は実現するのか？
表紙絵の表現: 未来的な都市の風景を背景に、サイボーグウマが立っている姿を描く。ウマの体にはハイテク装備が施されており、彼らの知能の高さが感じられる。空にはドローンが飛び交い、未来のテクノロジーを強調する。

タイトル: 「ウマに恋して」
ジャンル: 恋愛小説
あらすじ: 幼馴染の馬術選手とその友人が、国際大会を目指して努力する中で芽生える恋心。彼らは共に練習し、様々な障害を乗り越える中で、互いの存在がどれほど大切かを実感していく。馬との絆と人との絆が交錯する、心温まるラブストーリー。
表紙絵の表現: 鮮やかな夕焼けの中、馬に乗るカップルが笑顔で向かい合うシーンを描く。彼らの背後には美しい馬の姿があり、愛情と夢の象徴として存在感を放つ。全体的に柔らかな色合いで、恋愛の甘さを表現している。

タイトル: 「ウマの世界」
ジャンル: 図鑑
あらすじ: 世界中のウマの種類や生態、歴史を詳しく解説した図鑑。各種ウマの特徴や、競馬や農業における役割などが豊富な写真とともに紹介されている。ウマの飼育や訓練方法についても触れ、愛好者から専門家まで幅広く楽しめる内容になっている。
表紙絵の表現: 様々なウマの種類が描かれた表紙。左側には美しいサラブレッド、右側には小柄なポニー、中央には野生のウマが堂々と立つ姿がある。背後には大自然の風景が広がり、ウマの多様性を強調するデザインになっている。
