1fD2kV8m9xA7,オラウータンのぼうけん,小さなオラウータンのティモは、大好きな森の中で毎日新しい冒険を見つけるのが日課です。ある日、森の奥で迷子になってしまった友だちの小鳥を助けるため、勇気を出して知らない場所へ向かいます。ティモは森の仲間たちの助けを借りて、様々な困難を乗り越え、見事に友だちを助け出す心温まるストーリーです。友情や勇気が試される冒険が展開され、子供たちに大切なメッセージを伝えます。,佐藤 美佳,緑の本出版社,2023-04-15,1500,120,"9784561237890",http://vsv-peridot.skygroup.local/my-books/images/1fD2kV8m9xA7.jpg
3gR9hF1zK8sE,オラウータンが見た真実,熱帯雨林の保護活動をしている研究者が突然失踪し、現場にはオラウータンが目撃されるという謎の事件が発生します。捜査にあたった刑事は森の奥深くで奇妙な手がかりを発見しますが、その背後には自然破壊に絡む巨大な陰謀が潜んでいました。オラウータンの行動が事件解決の鍵を握る、緻密な推理が展開されるミステリーです。,藤原 健二,エコライブラリー,2020-11-05,2100,280,"9784598765432",http://vsv-peridot.skygroup.local/my-books/images/3gR9hF1zK8sE.jpg
8jK3uT6vN4qF,オラウータンと古代文明,東南アジアの熱帯雨林に生息するオラウータンたちは、古代の文明と深い関わりを持っていたのではないかという新説をもとにした考古学的な研究が進行中です。この本では、過去の遺跡から発見されたオラウータンの彫像や文献をもとに、彼らがどのように古代文明に影響を与えたのかを詳細に探ります。歴史の裏側に隠された謎が解き明かされます。,横田 直美,遺産出版,2021-08-20,1900,350,"9784901234567",http://vsv-peridot.skygroup.local/my-books/images/8jK3uT6vN4qF.jpg
3tV6jA4qF2hR,オラウータンと魔法の森,魔法が生きる森の中で、オラウータンのルーシーは特別な力を持つ存在として生まれました。彼女は動物たちと話すことができ、その力を使って森の平和を守っていました。しかし、ある日、森に闇の魔法使いが現れ、ルーシーは仲間たちと協力して森を救う冒険に出ることになります。友情や勇気、そして魔法の力を信じる物語です。,安田 徹,ファンタジー出版社,2019-02-12,1600,250,"9784987654321",http://vsv-peridot.skygroup.local/my-books/images/3tV6jA4qF2hR.jpg
8mD5kY1gS3zF,オラウータンの王国,遥か遠い地に存在する「オラウータンの王国」は、人間たちが決して踏み入れることのない秘境にあります。そこで生まれた主人公の青年は、王国の秘密を知ることとなり、運命に導かれて旅に出ます。伝説のオラウータンとの出会いが彼の人生を大きく変え、王国の未来を賭けた壮大な戦いに巻き込まれていく物語が展開されます。,佐々木 大輔,夢の国出版,2022-09-30,2200,400,"9784567890123",http://vsv-peridot.skygroup.local/my-books/images/8mD5kY1gS3zF.jpg
1vH2jR4mE8fB,消えたオラウータン,動物保護団体で管理されていたオラウータンが、突如として姿を消すという事件が発生します。調査員のアリスは、不自然な足跡をたどるうちに、不気味な森の奥に隠された秘密を発見します。やがて彼女は、保護活動の裏に隠された巨大な闇と、消えたオラウータンの行方にまつわる謎を解き明かすことになるのです。,田中 悠介,冒険社,2024-01-18,2000,320,"9785123456789",http://vsv-peridot.skygroup.local/my-books/images/1vH2jR4mE8fB.jpg
2eD4mY6sF7zQ,オラウータンの秘密,新しく開園した動物園で、オラウータンにまつわる不審な事件が相次いで発生します。監視カメラには奇妙な動きが映り、職員たちは不安を募らせる中、調査に乗り出した動物行動学者は、オラウータンが知恵を使って何かを隠していることに気づきます。その秘密は思わぬ方向へ展開し、知恵と謎が絡み合うサスペンスが描かれます。,川崎 美咲,動物愛護出版,2023-06-07,1700,220,"9783214567890",http://vsv-peridot.skygroup.local/my-books/images/2eD4mY6sF7zQ.jpg
2aG5mK1yD9qR,オラウータンの惑星,人類が未来の宇宙探査で発見した惑星「アルファ・セクター」では、オラウータンが進化し、知的文明を築いていました。探査チームはその文明と接触しますが、やがて地球に隠された真実が明らかになり、オラウータンたちが地球の歴史に深く関わっていたことを知ります。異星の知性と人類との運命を描いた壮大な物語です。,大塚 健,未来社,2024-03-25,2500,480,"9786543210987",http://vsv-peridot.skygroup.local/my-books/images/2aG5mK1yD9qR.jpg
5qB1fR3mJ2yA,オラウータンの恋,生物学者のサラは、オラウータンの研究のためにジャングルへと向かいます。そこで出会ったオラウータンのオリバーと心を通わせ、彼の特別な行動に惹かれていく中、オリバーは人間に対する警戒心が強く、サラは彼の信頼を得るために奮闘します。やがて彼女は、オラウータンと人間の絆が生まれる瞬間を目の当たりにし、愛の力が持つ可能性を感じることになります。,村上 智也,情熱出版,2022-12-05,2300,300,"9789876543210",http://vsv-peridot.skygroup.local/my-books/images/5qB1fR3mJ2yA.jpg
1yH6fJ9kG8dD,オラウータン図鑑,オラウータンに関する詳細な情報をまとめた図鑑です。彼らの生態、生活環境、行動パターン、そして絶滅危惧種としての状況について、豊富な写真とともに解説します。教育的な内容と共に、オラウータンの美しさや重要性を伝えるための視覚的な体験が得られる一冊であり、特に子供たちに向けて、興味を持つきっかけを提供することを目的としています。,山本 健太,学習出版,2023-05-10,1200,150,"9784567890120",http://vsv-peridot.skygroup.local/my-books/images/1yH6fJ9kG8dD.jpg

