p7b2E3jk2Vft,ナマケモノの森の冒険,小さなナマケモノのリリィは、森の中で新しい友達を作る冒険に出かけます。友達のリスや鳥たちと共に、色とりどりの花や木々を楽しみながら、時には危険も乗り越えます。友情の大切さや、自分らしさを見つける過程を描いた、心温まる物語です。,松井 佳奈,創文社,2019-07-14,1500,120,"9784821347907",http://vsv-peridot.skygroup.local/my-books/images/p7b2E3jk2Vft.jpg
X3hFfZ1yDg1m,ナマケモノの謎,ある日、森の中でナマケモノが不思議に姿を消す事件が発生。探偵ナマケモノのスローモは、仲間たちの失踪事件を解決するために立ち上がる。彼の知恵と独特の視点を駆使し、隠された真実に迫る、スリリングなミステリーが展開します。,"山田 絵里, 鈴木 直樹",青葉書房,2020-05-21,2000,300,"9784798124537",http://vsv-peridot.skygroup.local/my-books/images/X3hFfZ1yDg1m.jpg
R8cHkQz3Jb2t,ナマケモノの歴史物語,古代のナマケモノがどのように進化してきたのか、歴史的背景を探ります。時代を超えたナマケモノの足跡を追い、その生態や人間との関係について掘り下げます。ナマケモノが生き抜いた環境の変化や、彼らの存在がどのように文化に影響を与えたのかを解説します。,田中 雄一,深山出版社,2022-11-03,2500,480,"9784938125750",http://vsv-peridot.skygroup.local/my-books/images/R8cHkQz3Jb2t.jpg
Z4kFqV1hTy8r,星のナマケモノ,遥か宇宙の星で、ナマケモノの魔法使いが、星の精霊と共に冒険を繰り広げる物語。彼の能力で星を守るために、邪悪な力と戦うことになります。仲間との絆や、自分の魔法の力を信じることの重要性を描いた、心温まるファンタジーです。,高橋 美香,未来社,2021-09-15,2200,250,"9784938129840",http://vsv-peridot.skygroup.local/my-books/images/Z4kFqV1hTy8r.jpg
b9GkTz2wFd0j,ナマケモノの秘密の庭,普通のナマケモノが、隠された庭に迷い込み、そこに住む不思議な生き物たちと友情を育む物語。彼らは庭の平和を脅かす悪者に立ち向かうことに。勇気と仲間の力を借りて、奇跡を起こす冒険が始まります。,佐藤 陽子,北星出版社,2018-12-30,1700,230,"9784821347990",http://vsv-peridot.skygroup.local/my-books/images/b9GkTz2wFd0j.jpg
K1sHnM8cJq3u,ナマケモノの隠れ家,森の奥深く、ナマケモノの隠れ家で起きた奇怪な事件。仲間たちの間で起こる疑惑と疑念。ナマケモノの探偵が、秘密の場所に潜む謎を解き明かすために奔走する。果たして真実はどこに？,加藤 俊樹,新世紀出版,2017-03-22,1800,320,"9784798159911",http://vsv-peridot.skygroup.local/my-books/images/K1sHnM8cJq3u.jpg
j2WnF7e8Rz6x,ナマケモノの迷宮,ナマケモノのアーニーが、奇妙な迷宮に迷い込んでしまう。迷宮の中には謎めいたメッセージやトラップが待ち受けており、アーニーは無事に脱出できるのか。知恵を絞り、過去の出来事を紐解くことで、彼は真実にたどり着くことができるのか？,浜田 健,青い空出版,2023-01-12,2000,150,"9784798173336",http://vsv-peridot.skygroup.local/my-books/images/j2WnF7e8Rz6x.jpg
B2gNfD9rM4p1,愛のナマケモノ,ひとりぼっちのナマケモノが、ある日美しいナマケモノのリリーと出会う。彼女に心を奪われた彼は、彼女を笑顔にするために奮闘する。しかし、彼女には秘密があり、二人の間には試練が待ち受けている。果たして愛は試練を乗り越えられるのか？,"藤井 実, 斉藤 美穂",夢の樹出版,2024-04-05,1900,270,"9784938129845",http://vsv-peridot.skygroup.local/my-books/images/B2gNfD9rM4p1.jpg
d7NqH4c1Zg9t,ナマケモノの生態図鑑,ナマケモノの全貌を網羅した図鑑。彼らの生活、食事、繁殖、社会構造など、詳しい解説と美しい写真を交えて紹介。ナマケモノの多様な種類や、それぞれの特性を知ることで、彼らの魅力をより深く理解することができます。,中村 達也,星雲社,2022-10-17,2300,400,"9784938125812",http://vsv-peridot.skygroup.local/my-books/images/d7NqH4c1Zg9t.jpg
L8xQnR0kWy5f,ナマケモノの星を見上げて,未来の地球で、ナマケモノが進化し、宇宙探査を行う時代。彼らは新しい惑星を見つけ、そこでの生活を築こうと奮闘する。宇宙の神秘とナマケモノの知恵を使った冒険が繰り広げられ、友情と勇気が試される。,佐々木 翔,未来社,2023-08-25,2500,320,"9784798156910",http://vsv-peridot.skygroup.local/my-books/images/L8xQnR0kWy5f.jpg

タイトル: 「ナマケモノの森の冒険」
ジャンル: 絵本
あらすじ: 小さなナマケモノのリリィは、森の中で新しい友達を作る冒険に出かけます。友達のリスや鳥たちと共に、色とりどりの花や木々を楽しみながら、時には危険も乗り越えます。友情の大切さや、自分らしさを見つける過程を描いた、心温まる物語です。
表紙絵の表現: 表紙は、緑豊かな森の中で、リリィが笑顔でリスや鳥たちと遊んでいるシーンを描いています。背景には、色とりどりの花々が咲き誇り、陽射しが木々の間から差し込む、明るくてカラフルな世界が広がっています。

タイトル: 「ナマケモノの謎」
ジャンル: 推理小説
あらすじ: ある日、森の中でナマケモノが mysteriously disappearing する事件が発生。探偵ナマケモノのスローモは、仲間たちの失踪事件を解決するために立ち上がる。彼の知恵と独特の視点を駆使し、隠された真実に迫る、スリリングなミステリーが展開します。
表紙絵の表現: 表紙には、暗い森の中で思索にふけるスローモが描かれています。背後には、不気味な影が潜んでおり、緊張感を漂わせています。色調はダークで神秘的な雰囲気があり、読者の好奇心を引き立てるデザインです。

タイトル: 「ナマケモノの歴史物語」
ジャンル: 歴史
あらすじ: 古代のナマケモノがどのように進化してきたのか、歴史的背景を探ります。時代を超えたナマケモノの足跡を追い、その生態や人間との関係について掘り下げます。ナマケモノが生き抜いた環境の変化や、彼らの存在がどのように文化に影響を与えたのかを解説します。
表紙絵の表現: 表紙は、古代の森の中にたたずむナマケモノが描かれており、背景には昔の風景が広がっています。人々がナマケモノを敬う様子や、遺跡が描かれ、歴史の重みを感じさせるデザインです。

タイトル: 「星のナマケモノ」
ジャンル: ファンタジー小説
あらすじ: 遥か宇宙の星で、ナマケモノの魔法使いが、星の精霊と共に冒険を繰り広げる物語。彼の能力で星を守るために、邪悪な力と戦うことになります。仲間との絆や、自分の魔法の力を信じることの重要性を描いた、心温まるファンタジーです。
表紙絵の表現: 表紙には、ナマケモノの魔法使いが輝く星空の下で、光る魔法の杖を持って立っています。周囲には、星の精霊たちが舞い踊り、幻想的な雰囲気を醸し出しています。カラフルな色合いが印象的で、ファンタジーの世界観を引き立てています。

タイトル: 「ナマケモノの秘密の庭」
ジャンル: ファンタジー小説
あらすじ: 普通のナマケモノが、隠された庭に迷い込み、そこに住む不思議な生き物たちと友情を育む物語。彼らは庭の平和を脅かす悪者に立ち向かうことに。勇気と仲間の力を借りて、奇跡を起こす冒険が始まります。
表紙絵の表現: 表紙は、魔法の庭に囲まれたナマケモノが、色とりどりの不思議な生き物たちと一緒に描かれています。庭には幻想的な花や植物が生い茂り、明るい色彩が使われ、夢のような世界が広がっています。見る人を引き込む魅力的なデザインです。

タイトル: 「ナマケモノの隠れ家」
ジャンル: ミステリー小説
あらすじ: 森の奥深く、ナマケモノの隠れ家で起きた奇怪な事件。仲間たちの間で起こる疑惑と疑念。ナマケモノの探偵が、秘密の場所に潜む謎を解き明かすために奔走する。果たして真実はどこに？
