V3p0u4g2Ah7H,アザラシのゆめ,北の海で、アザラシのリリィは星空を眺めるのが大好き。ある晩、流れ星が落ちてくるのを見たリリィは、「星の上で泳げたらどんなに楽しいだろう」と夢見ます。彼女は海の仲間たちと一緒に、星の世界への冒険を決意します。夢の中で出会った星のアザラシたちと共に、リリィは驚きの体験をすることに！,伊藤 智子,水辺の出版,2021-06-15,1500,240,"9784597891234",http://vsv-peridot.skygroup.local/my-books/images/V3p0u4g2Ah7H.jpg
k8G7jH1sB2j9,冷たい海の謎,凍てつく北極海で、数頭のアザラシが不審死を遂げる事件が発生。海洋生物学者のアナは、彼女のアザラシの友達が死んだことを知り、真相を突き止めるために現地に向かう。現地の人々との会話や観察を重ねるうち、アザラシたちが守る秘密に気づき始める。果たして、彼女は真実を解き明かすことができるのか？,高橋 達也,山川出版,2018-11-03,2000,320,"9784621478562",http://vsv-peridot.skygroup.local/my-books/images/k8G7jH1sB2j9.jpg
4Fj2eQ8tD6pZ,アザラシと北極の伝説,古代北極の人々とアザラシとの深い結びつきを描いた本書では、狩猟の文化やアザラシを神聖視する信仰について探求します。アザラシは食料としてだけでなく、衣服や道具としても利用され、彼らの生活に欠かせない存在でした。人々の生活の中でどのようにアザラシが重要な役割を果たしてきたのか、またその信仰がどのように伝承されてきたのかを明らかにします。,"佐藤 健二,中村 美咲",北極社,2022-04-20,2500,280,"9784532198745",http://vsv-peridot.skygroup.local/my-books/images/4Fj2eQ8tD6pZ.jpg
n3M2uZ6xD4sJ,アザラシの王国,アザラシのアーロンは、海の魔法使いとして知られる存在。ある日、彼は魔法の石を発見し、その力で自らの王国を築こうと決意します。しかし、王国には邪悪な生き物たちが現れ、アーロンは仲間たちと共に立ち向かうことに。友情や勇気を胸に、彼らは真の王国を守るために冒険を始めます。,川村 直樹,海の書房,2023-09-12,1800,300,"9784869235762",http://vsv-peridot.skygroup.local/my-books/images/n3M2uZ6xD4sJ.jpg
tH4m9Jk5E0qL,アザラシの勇者たち,世界が海に飲み込まれる危機が迫る中、伝説のアザラシたちが目覚め、海の平和を守るために立ち上がる。彼らは神秘的な力を秘めたアザラシの王国から、選ばれし者たちとして特別な使命を帯びています。仲間たちと共に冒険を繰り広げる中で、友情や信頼を深め、真の勇者として成長していく物語。,山田 恵子,海洋文庫,2020-01-05,2200,340,"9784672135891",http://vsv-peridot.skygroup.local/my-books/images/tH4m9Jk5E0qL.jpg
gN1z8V3yC4hQ,消えたアザラシの秘密,小さな漁村で、数匹のアザラシが次々と消える事件が発生。村人たちは恐れ、漁業にも影響が出始めます。若きジャーナリストのケイトは、真相を探るため村を訪れ、住民たちの不穏な様子を目の当たりにします。村に伝わる伝説や過去の出来事が、事件にどのように絡んでいるのかを解明しようとするケイトの奮闘が描かれます。,中村 亮介,潮流社,2019-07-14,1700,250,"9784509781234",http://vsv-peridot.skygroup.local/my-books/images/gN1z8V3yC4hQ.jpg
kD8n6L3jQ2fT,アザラシと消えた遺産,名家の遺産が消えた事件が、アザラシの生息地近くで発生。調査官のマイクは、遺産がアザラシと関わりがあると信じ、捜査を開始する。村人の証言やアザラシの行動を観察するうちに、彼は意外な真実に辿り着く。果たして、アザラシたちは無実なのか、それとも何かを知っているのか？,田中 美奈,新潮文庫,2021-02-28,2000,360,"9784938257430",http://vsv-peridot.skygroup.local/my-books/images/kD8n6L3jQ2fT.jpg
V2b5jM9qF3tK,アザラシ星の冒険,地球が環境崩壊の危機に瀕している未来。科学者たちは、アザラシたちの知恵を借りて、海を再生するためのプロジェクトを始める。そこで、アザラシたちは高度な技術を持つ宇宙生命体として描かれ、地球の海を救うために彼らの星からの協力を得ようとする。人類とアザラシたちが手を取り合い、宇宙の果てで繰り広げられる壮大な冒険が始まります。,宮崎 智彦,未来出版,2024-03-05,2500,400,"9784981762345",http://vsv-peridot.skygroup.local/my-books/images/V2b5jM9qF3tK.jpg
H6m4P1sJx5Fq,アザラシと愛の旅,漁師の娘エミリーは、毎年夏にアザラシたちが集まる海岸で不思議な魅力を持つ青年、ルカと出会う。彼はアザラシの生態を研究する生物学者で、エミリーの心を掴む。二人は共にアザラシの保護活動をしながら、次第に惹かれ合っていく。しかし、彼には守らなければならない秘密があった。それは、彼の研究がアザラシたちの運命に関わることを知ってしまったからだった。,藤井 智子,海風社,2023-08-18,1900,290,"9784765891324",http://vsv-peridot.skygroup.local/my-books/images/H6m4P1sJx5Fq.jpg
Q1h9F2g4A3sX,アザラシのすべて,アザラシの生態や特性について詳しく解説した本書では、アザラシの種類や生息地、食性、繁殖行動などを紹介します。また、アザラシの生態系における役割や人間との関わりについても考察し、自然保護の重要性を訴えます。美しい写真とともに、読者にアザラシの魅力を伝える内容です。,長谷川 大輔,自然科学社,2022-12-25,2300,320,"9784872345671",http://vsv-peridot.skygroup.local/my-books/images/Q1h9F2g4A3sX.jpg

