h3K5d8l3c2Qz,ちびシャチの大冒険,ちびシャチの「オルカ」は、大きな海で初めての冒険に出発します。母シャチから教わった大切な教えを胸に、さまざまな海の生き物たちと出会い、危険や困難を乗り越えて成長していく姿を描きます。海の仲間たちと力を合わせながら、オルカは海の秘密や友情の大切さを学んでいきます。カラフルなイラストと共に、幼児から楽しめる心温まる物語です。,佐藤 美香,海洋出版,2023-06-15,1500,60,"9784901234567",http://vsv-peridot.skygroup.local/my-books/images/h3K5d8l3c2Qz.jpg
g2N4s6kR9tY8,シャチの謎を解け！,ある日、海洋研究施設で大事なシャチ「スカイ」が突然姿を消した。調査員のレイチェルとその助手である若き探偵エリオットは、シャチの行方を追うことに。だが、調査が進むにつれ、シャチの失踪には大きな陰謀が絡んでいることが明らかに。海洋生物学の専門知識を駆使し、複雑に絡み合う謎を解き明かしながら、彼らはシャチを無事に取り戻せるのか？,田中 志郎,青い海書房,2021-08-22,2000,320,"9784909876543",http://vsv-peridot.skygroup.local/my-books/images/g2N4s6kR9tY8.jpg
K8g5B2aN3hT0,シャチと人間の歴史,シャチは古代から神話や文化、そして捕鯨やエコツーリズムに至るまで、さまざまな形で人間の歴史に影響を与えてきた。この本では、世界中の文化におけるシャチの象徴的な役割、シャチ狩りの時代から現代の保護活動までを、時代ごとに詳しく探っていきます。シャチと人間の関係史を通して、自然と人間社会の交錯を読み解く一冊です。,木村 一樹,未来社,2020-02-18,2500,280,"9784907654321",http://vsv-peridot.skygroup.local/my-books/images/K8g5B2aN3hT0.jpg
Z4F8n6qD1kY3,シャチの魔法と古の海,古代の海には、シャチの姿をした海の守護者が存在すると信じられていた。若い漁師ケインはある日、海で迷い込んだ神秘的な世界で、魔法を使うシャチ「ルナ」に出会う。彼女は古の海の秘密を守り続けてきた最後の守護者だった。ケインはルナと共に、邪悪な海賊の陰謀からこの神秘の海を守るため、壮大な冒険に巻き込まれていく。,中村 直樹,ファンタジー出版社,2019-11-30,1800,350,"9784912345678",http://vsv-peridot.skygroup.local/my-books/images/Z4F8n6qD1kY3.jpg
J3x9H1rS6wQ2,シャチと夜の海の守り人,伝説のシャチ「ナイトソウル」は、夜の海を守る守護者として語り継がれている。しかし、ある日、そのナイトソウルが姿を消し、海には不安と混乱が広がる。若い少女ライラは、古代の書物でこの伝説を知り、ナイトソウルを探す旅に出る。彼女がたどり着いたのは、海底に隠されたシャチの王国。ライラは王国と人間界を救うために、自らの運命と向き合うことになる。,鈴木 美月,冒険出版,2022-03-14,2200,420,"9784932567890",http://vsv-peridot.skygroup.local/my-books/images/J3x9H1rS6wQ2.jpg
v1B2g6R5kA3p,シャチが見た罪,海洋保護団体のメンバーが次々と姿を消すという怪事件が発生。彼らは最後にシャチの観察を行っていた海域にいた。警察の捜査官アレックスは、シャチの行動に隠された手がかりを追いながら事件の真相に迫るが、そこには組織的な犯罪が隠されていた。シャチの不可解な行動の裏には何があるのか。真相を明らかにするため、アレックスは命をかけた捜査に挑む。,松本 佑介,警察ノベル社,2018-09-10,1700,300,"9784923456789",http://vsv-peridot.skygroup.local/my-books/images/v1B2g6R5kA3p.jpg
R8F7k2M3xQ5z,海に響くシャチの叫び,環境活動家エマは、シャチが異常な行動を見せる海域で不審な沈没船を発見する。彼女はこの海域で起こる怪しい出来事に興味を持ち、地元の漁師たちの協力を得て調査を始めるが、次々と謎の事故が彼女を襲う。シャチの行動が事件の鍵を握っていると確信したエマは、シャチの生態と人間の暗い歴史を紐解きながら、真相に迫っていく。,山口 恵子,エコロジー出版,2024-01-05,2000,250,"9784912345670",http://vsv-peridot.skygroup.local/my-books/images/R8F7k2M3xQ5z.jpg
U9A5j6W4mQ1s,星々と共鳴するシャチ,未来の地球では、シャチたちが高度な知性を持ち、人類とコミュニケーションを取る日がやってきた。科学者エリスは、シャチと人類の間に架け橋を築くためのプロジェクトを指揮していたが、突如シャチたちが謎のメッセージを送るようになる。そのメッセージは、宇宙の彼方からの信号と共鳴していた。エリスは、シャチたちが伝えようとしている情報を解読する中で、未知の存在との接触を果たすことになる。彼女はシャチたちの知性を信じ、彼らと共に地球を救うための冒険に乗り出す。,黒田 太一,科学出版,2022-12-18,2300,400,"9784909876541",http://vsv-peridot.skygroup.local/my-books/images/U9A5j6W4mQ1s.jpg
V7D6g1T2nP8b,愛する海の守り手,海洋生物学者のサラは、シャチの生態を研究するために沿岸の村に滞在していた。ある日、彼女はシャチの観察中に、地元の漁師であるダニエルと出会う。彼はシャチを守るための活動に情熱を注いでいたが、村の人々との対立に悩んでいた。サラはダニエルの活動を手助けするうちに、彼への恋心を抱くようになる。しかし、村を守るためには、ダニエルとの恋愛を続けることが本当に正しいのか、サラは悩む。彼女は愛と信念の間で葛藤しながら、海を守るための道を模索していく。,中島 裕介,藤原書房,2023-07-25,1900,330,"9784912345679",http://vsv-peridot.skygroup.local/my-books/images/V7D6g1T2nP8b.jpg
K4T3d9B1jY0e,シャチの生態図鑑,シャチの多様な生態を探求するこの図鑑では、シャチの種類、行動、生息地、社会構造などを詳しく解説しています。豊富な写真とともに、シャチの驚くべき知能やコミュニケーション能力、群れでの生活様式を解説。さらに、シャチが持つ文化的な意味や、海洋生態系における重要性についても深く掘り下げています。専門家の解説と共に、シャチに対する理解を深めるための一冊です。,松本 陽介,青空出版社,2022-03-15,2500,320,"9784761935271",http://vsv-peridot.skygroup.local/my-books/images/K4T3d9B1jY0e.jpg

タイトル: 「ちびシャチの大冒険」
ジャンル: 絵本
あらすじ: ちびシャチの「オルカ」は、大きな海で初めての冒険に出発します。母シャチから教わった大切な教えを胸に、さまざまな海の生き物たちと出会い、危険や困難を乗り越えて成長していく姿を描きます。海の仲間たちと力を合わせながら、オルカは海の秘密や友情の大切さを学んでいきます。カラフルなイラストと共に、幼児から楽しめる心温まる物語です。
表紙絵の表現: 表紙には、元気いっぱいのちびシャチ「オルカ」が、青く広がる海の中を勢いよく泳ぐ姿が描かれています。周りにはサンゴやカラフルな魚たち、太陽の光が水中を優しく照らし、温かく楽しい冒険の始まりを感じさせます。

タイトル: 「シャチの謎を解け！」
ジャンル: 推理小説
あらすじ: ある日、海洋研究施設で大事なシャチ「スカイ」が突然姿を消した。調査員のレイチェルとその助手である若き探偵エリオットは、シャチの行方を追うことに。だが、調査が進むにつれ、シャチの失踪には大きな陰謀が絡んでいることが明らかに。海洋生物学の専門知識を駆使し、複雑に絡み合う謎を解き明かしながら、彼らはシャチを無事に取り戻せるのか？
表紙絵の表現: 深海を背景に、暗い海の底で揺れるスカイの影が不気味に描かれています。レイチェルとエリオットが手にしたライトで光を当てる先には、シャチのヒレだけが見える緊迫した場面。ミステリアスでスリリングな雰囲気が漂うデザインです。

タイトル: 「シャチと人間の歴史」
ジャンル: 歴史
あらすじ: シャチは古代から神話や文化、そして捕鯨やエコツーリズムに至るまで、さまざまな形で人間の歴史に影響を与えてきた。この本では、世界中の文化におけるシャチの象徴的な役割、シャチ狩りの時代から現代の保護活動までを、時代ごとに詳しく探っていきます。シャチと人間の関係史を通して、自然と人間社会の交錯を読み解く一冊です。
表紙絵の表現: 古代のシャチの彫刻や、航海中の船に描かれたシャチの絵が大きくフィーチャーされています。背景には、時代ごとのシャチにまつわる場面が細かく描かれ、歴史の流れを象徴するような壮大なデザインとなっています。

タイトル: 「シャチの魔法と古の海」
ジャンル: ファンタジー小説
あらすじ: 古代の海には、シャチの姿をした海の守護者が存在すると信じられていた。若い漁師ケインはある日、海で迷い込んだ神秘的な世界で、魔法を使うシャチ「ルナ」に出会う。彼女は古の海の秘密を守り続けてきた最後の守護者だった。ケインはルナと共に、邪悪な海賊の陰謀からこの神秘の海を守るため、壮大な冒険に巻き込まれていく。
表紙絵の表現: 青い光を放つ魔法のシャチ「ルナ」が、波間に浮かぶケインと共に海の底に沈む古代の遺跡へと向かう姿が描かれています。夜空には満天の星が輝き、神秘的でファンタジックな雰囲気を醸し出しています。

タイトル: 「シャチと夜の海の守り人」
ジャンル: ファンタジー小説
あらすじ: 伝説のシャチ「ナイトソウル」は、夜の海を守る守護者として語り継がれている。しかし、ある日、そのナイトソウルが姿を消し、海には不安と混乱が広がる。若い少女ライラは、古代の書物でこの伝説を知り、ナイトソウルを探す旅に出る。彼女がたどり着いたのは、海底に隠されたシャチの王国。ライラは王国と人間界を救うために、自らの運命と向き合うことになる。
表紙絵の表現: 深い夜の海をバックに、夜光を帯びたシャチ「ナイトソウル」が星空と波に照らされている。その下には勇敢な表情を浮かべたライラが、小舟に乗って進む様子が描かれています。ファンタジーの魅力が詰まった表紙です。

タイトル: 「シャチが見た罪」
ジャンル: ミステリー小説
