1aWDFGTT5e6f,キメラのかけら,小さな村に住む少年タクは、不思議なキメラの生き物に出会い、彼らと共に冒険を繰り広げます。友情や勇気の大切さを学びながら、タクはキメラたちの力を借りて村を守るための旅に出るのです。道中では様々な試練に直面し、仲間との絆を深めながら成長していく姿が描かれます。,田中 優樹,青空出版,2019-07-15,1500,220,"9784567890123",http://vsv-peridot.skygroup.local/my-books/images/1a2b3c4d5e6f.jpg
2a3b4c5d6e7f,キメラの謎,有名な生物学者が異常なキメラを発見した直後に殺害される事件が発生。若き探偵春希は、キメラの遺伝子に隠された秘密を解き明かすために捜査を始めます。捜査の途中、彼は科学と倫理の狭間で揺れる人々と出会い、真実に迫っていくことに。事件の背後に潜む陰謀が徐々に明らかになり、彼の運命をも大きく変えることになるのです。,"佐藤 誠,井上 明",月刊科学社,2021-04-22,2000,310,"9784567890124",http://vsv-peridot.skygroup.local/my-books/images/2a3b4c5d6e7f.jpg
3a4b5c6d7e8f,キメラの足跡：古代の伝説,古代文明におけるキメラの伝説を探る歴史書です。古代エジプトやギリシャの神話に登場するキメラの描写や、遺跡から発見されたキメラの像や絵画を通じて、彼らの存在が文化にどのように影響を与えたかを考察します。歴史的事実と神話が交差する中で、キメラの神秘に迫る魅力的な物語が展開されるのです。,中村 敦史,歴史探求社,2017-10-30,2500,480,"9784567890125",http://vsv-peridot.skygroup.local/my-books/images/3a4b5c6d7e8f.jpg
4a5b6c7d8e9f,空飛ぶキメラの王国,夢の中でしか訪れない「空飛ぶキメラの王国」では、空を飛ぶ様々なキメラが人々と共に暮らしています。主人公のリナは、キメラたちの力を借りて家族を救うための冒険に出ます。彼女の勇気と友情が試され、数々の試練を乗り越える姿が描かれています。果たしてリナは家族を救うことができるのか、ドキドキの展開が続きます。,佐々木 香,夢幻出版,2023-01-14,1700,290,"9784567890126",http://vsv-peridot.skygroup.local/my-books/images/4a5b6c7d8e9f.jpg
5a6b7c8d9e0f,キメラの魔法使い,かつて平和だった王国がキメラによって滅ぼされる運命に、若き魔法使いシリルは、キメラを操る悪党に立ち向かうため、古代の魔法を探し求める旅に出ます。彼の成長と仲間たちとの絆が、運命を変える鍵となる物語です。様々な試練を経て、彼は真の力を発揮し、悪党との壮絶な戦いに挑むことになります。,山本 明弘,時空出版社,2020-03-12,2200,330,"9784567890127",http://vsv-peridot.skygroup.local/my-books/images/5a6b7c8d9e0f.jpg
6a7b8c9d0e1f,キメラの証言,市民の間で目撃されるキメラの情報が急増する中、ジャーナリストの結は独自の取材を進めます。しかし、彼女はキメラに関する陰謀に巻き込まれ、真実を追求する姿勢が思わぬ危険を招くことに。彼女が真実に辿り着くために苦悩する姿が、力強く描かれています。この物語は、情報の真偽がどれほど重要かを問いかける内容となっています。,藤原 理恵,ノンフィクション出版社,2022-06-05,1800,270,"9784567890128",http://vsv-peridot.skygroup.local/my-books/images/6a7b8c9d0e1f.jpg
7a8b9c0d1e2f,消えたキメラの鍵,著名な動物学者が研究していたキメラが突然消えてしまいます。その事件を追うのは若き探偵玲。彼は様々な証言を集め、キメラの秘密を知るために奔走します。事件の背後には人間の欲望とキメラの運命が交錯するミステリーが展開され、彼の探究心と勇気が試されることになるのです。,高橋 智也,探偵社出版,2018-09-18,2100,250,"9784567890129",http://vsv-peridot.skygroup.local/my-books/images/7a8b9c0d1e2f.jpg
8a9b0c1d2e3f,キメラ進化論,近未来の地球では遺伝子操作によってキメラを創り出す技術が進化し、様々な生物が組み合わさって新たな種が誕生しています。しかし、倫理的な問題が浮上し、研究者たちはこの技術の是非を問われることに。主人公アレックスは、キメラたちが持つ新たな可能性を探求し、彼らの自由を求めて立ち上がります。彼の選択が世界にどのような影響を与えるのかが描かれています。,松井 達也,未来創造社,2024-03-01,2400,400,"9784567890130",http://vsv-peridot.skygroup.local/my-books/images/8a9b0c1d2e3f.jpg
9a0b1c2d3e4f,キメラの恋人,美術大学に通うアリスは独特の魅力を持つキメラに恋をします。彼は人間とキメラの二つの世界の狭間で苦悩しながらも、アリスに心を開いていくことに。異なる種族の愛は困難を伴うが、二人は真実の愛を見つけるために戦う姿が描かれ、感動的な物語が展開されます。彼らの愛が試練を乗り越え、どのような結末を迎えるのかが見どころです。,白石 美優,文芸出版社,2015-11-20,1900,300,"9784567890131",http://vsv-peridot.skygroup.local/my-books/images/9a0b1c2d3e4f.jpg
0a1b2c3d4e5f,キメラの生態と伝説,この図鑑は、キメラという生物の様々な側面を探るための資料です。生態系における役割、神話や伝説における位置付け、科学的視点からの解説を幅広く取り扱っています。写真やイラストを交え、視覚的にも楽しめる内容に仕上げられ、知識を深めながら楽しむことができる一冊です。,村田 守,生物学文献社,2016-08-13,1600,350,"9784567890132",http://vsv-peridot.skygroup.local/my-books/images/0a1b2c3d4e5f.jpg

タイトル: 「キメラのかけら」
ジャンル: 絵本
