1p8x6qf8w72X,バッファローの大冒険,バッファローのビリーは、草原でのんびり過ごしていましたが、ある日、家族を探す旅に出ることを決意します。友達のウサギやフクロウと出会い、困難な山や川を越えていく冒険の中で、友情や勇気を学んでいきます。ビリーの旅路は、驚きや感動がいっぱい。最後に彼が見つけたものとは？,高橋 一郎,未来社,2020-03-15,1500,280,"9784928112301",http://vsv-peridot.skygroup.local/my-books/images/1p8x6qf8w72X.jpg
a9d3lq7x1n5w,消えたバッファローの謎,大牧場で突然バッファローが一頭、姿を消した。探偵のジョーは、依頼を受けて捜査を開始するが、調査を進めるうちに、牧場経営者たちの間に隠された深い秘密が明らかになっていく。バッファローの失踪事件はただの偶然なのか、それとも誰かが裏で糸を引いているのか？緊迫した推理が展開される。,"佐々木 光太郎,井上 美恵",創元社,2023-07-08,2200,320,"9784873314621",http://vsv-peridot.skygroup.local/my-books/images/a9d3lq7x1n5w.jpg
7q3m2x5a9b8C,バッファローの大地,19世紀のアメリカ西部、バッファローと共に生きた先住民たちの歴史を描く。バッファローの狩猟が生活の基盤であった時代から、白人開拓者との接触による文化の崩壊、そして現在までの変遷を追う。バッファローがどのようにして先住民の精神と生活に深く結びついていたのか、その歴史的背景を深く掘り下げた一冊。,田中 健,歴史出版,2018-09-14,2500,450,"9784932813023",http://vsv-peridot.skygroup.local/my-books/images/7q3m2x5a9b8C.jpg
9k2v8s3a1d7x,バッファローの王と魔法の角,バッファローの王国に住む若き王子レオンは、魔法の角を手に入れるために旅に出る。しかし、その角は暗黒の魔女に奪われ、王国を滅ぼす呪いをかけられていた。レオンは勇敢な仲間と共に、困難な試練を乗り越えながら、魔法の角を取り戻し、王国を救おうとする。果たして彼は、王国を守ることができるのか？,山本 昇,幻夢社,2022-12-05,1800,320,"9784812910245",http://vsv-peridot.skygroup.local/my-books/images/9k2v8s3a1d7x.jpg
5y4w1k8f3h9j,バッファローの守護者,古の時代、バッファローは大地の守護者として崇められていた。若き英雄エリスは、突如現れた暗黒の軍勢から世界を守るため、伝説のバッファローと心を通わせる術を学び、守護者の力を引き継ぐことになる。仲間たちとの冒険を経て、彼はバッファローの精霊の力を借りて世界を救おうとするが、その裏にはさらに大きな陰謀が潜んでいた。,藤井 達也,光栄社,2021-05-30,2300,370,"9784873314560",http://vsv-peridot.skygroup.local/my-books/images/5y4w1k8f3h9j.jpg
3f2k8d9j6n4p,バッファロー牧場の秘密,バッファロー牧場で一夜にして謎の殺人事件が発生。警察が手掛かりを見つけられない中、町で有名な探偵アンナが事件を調べ始める。牧場主や従業員たちの証言は次第に食い違い、隠された秘密が浮かび上がる。バッファローの群れが見た真実とは何か？衝撃の結末が待ち受ける。,"橋本 清美,鈴木 仁",青空出版,2020-02-20,2000,290,"9784892148012",http://vsv-peridot.skygroup.local/my-books/images/3f2k8d9j6n4p.jpg
2e8y1r5h4d7j,バッファローの涙,町のシンボルであるバッファロー像が壊された夜、突然の殺人事件が発生。主人公のリサは、友人の無実を証明するため、町に隠された秘密とバッファロー像の謎に迫る。次々と明らかになる過去の事件と、絡み合う人々の思惑。リサは真実を見つけ出し、友人を救うことができるのか？,高田 美沙子,真実社,2019-11-11,1600,300,"9784801972412",http://vsv-peridot.skygroup.local/my-books/images/2e8y1r5h4d7j.jpg
6m7b1t4h8q9p,銀河バッファロー,遠い未来、宇宙を旅する貨物船「銀河バッファロー号」。船長レイは、銀河間の交易を担いながらも、宇宙海賊や異星人との戦いに巻き込まれていく。未知の惑星で見つけた古代の遺物が、彼らの運命を大きく変えることに。銀河の果てで待ち受ける壮大な謎と冒険が、彼らを待っている。,田辺 直人,未来宇宙出版,2023-08-22,2500,420,"9784940923456",http://vsv-peridot.skygroup.local/my-books/images/6m7b1t4h8q9p.jpg
4y2j5h8r3b9f,バッファローと恋の季節,農場で働くメグは、幼い頃からバッファローと共に育ってきた。ある日、都会からやってきた若い獣医のリックが、バッファローの病気を治療するために農場に滞在することになる。最初は反発し合う二人だが、バッファローたちの世話を通じて次第に心を通わせていく。春の草原で芽生える二人の愛。バッファローたちの命を守るために協力する中で、メグとリックはお互いの過去や傷に触れていく。そして、恋と自然が調和する農場で、新たな人生を共に歩み始めることを決意する。,安田 智恵,草原文庫,2021-01-09,2100,360,"9784932814238",http://vsv-peridot.skygroup.local/my-books/images/4y2j5h8r3b9f.jpg
3x4h5k2d1j8m,バッファロー大図鑑,バッファローに関するあらゆる知識を集めた一冊。生態、分布、進化の歴史から、世界各地におけるバッファローの文化的な役割、保護活動までを網羅。写真やイラストを豊富に使い、読者にバッファローの魅力を伝える。生物学的な視点だけでなく、彼らの社会的・歴史的な側面にも迫り、子供から大人まで楽しめる内容となっている。,"松本 直樹,佐藤 美和",知識出版,2022-06-16,2700,480,"9784812910454",http://vsv-peridot.skygroup.local/my-books/images/3x4h5k2d1j8m.jpg

タイトル: 「バッファローの大冒険」
ジャンル: 絵本
あらすじ: バッファローのビリーは、草原でのんびり過ごしていましたが、ある日、家族を探す旅に出ることを決意します。友達のウサギやフクロウと出会い、困難な山や川を越えていく冒険の中で、友情や勇気を学んでいきます。ビリーの旅路は、驚きや感動がいっぱい。最後に彼が見つけたものとは？
表紙絵の表現: 広々とした草原の真ん中に、元気いっぱいのバッファローのビリーが描かれています。遠くに連なる山々や青い空が広がり、ビリーの横には彼の友達のウサギとフクロウも一緒に描かれ、楽しい冒険を予感させます。

タイトル: 「消えたバッファローの謎」
ジャンル: 推理小説
あらすじ: 大牧場で突然バッファローが一頭、姿を消した。探偵のジョーは、依頼を受けて捜査を開始するが、調査を進めるうちに、牧場経営者たちの間に隠された深い秘密が明らかになっていく。バッファローの失踪事件はただの偶然なのか、それとも誰かが裏で糸を引いているのか？緊迫した推理が展開される。
表紙絵の表現: 夕日に照らされた大牧場が舞台。草原の中、足跡が途切れる場所にジョーが立ち、険しい表情を浮かべている。背景には沈みゆく太陽と不気味な影が広がる。

タイトル: 「バッファローの大地」
ジャンル: 歴史
あらすじ: 19世紀のアメリカ西部、バッファローと共に生きた先住民たちの歴史を描く。バッファローの狩猟が生活の基盤であった時代から、白人開拓者との接触による文化の崩壊、そして現在までの変遷を追う。バッファローがどのようにして先住民の精神と生活に深く結びついていたのか、その歴史的背景を深く掘り下げた一冊。
表紙絵の表現: 広大な草原にバッファローの群れが描かれ、遠くに先住民のテント村が小さく見える。風にそよぐ草と、夕暮れに染まる大地が歴史の深みを感じさせる。

タイトル: 「バッファローの王と魔法の角」
ジャンル: ファンタジー小説
あらすじ: バッファローの王国に住む若き王子レオンは、魔法の角を手に入れるために旅に出る。しかし、その角は暗黒の魔女に奪われ、王国を滅ぼす呪いをかけられていた。レオンは勇敢な仲間と共に、困難な試練を乗り越えながら、魔法の角を取り戻し、王国を救おうとする。果たして彼は、王国を守ることができるのか？
表紙絵の表現: 雄大な山々を背景に、王子レオンが魔法の剣を掲げ、前方には巨大なバッファローが凛々しく立っている。空は紫と赤に染まり、神秘的なオーラが漂っている。

タイトル: 「バッファローの守護者」
ジャンル: ファンタジー小説
あらすじ: 古の時代、バッファローは大地の守護者として崇められていた。若き英雄エリスは、突如現れた暗黒の軍勢から世界を守るため、伝説のバッファローと心を通わせる術を学び、守護者の力を引き継ぐことになる。仲間たちとの冒険を経て、彼はバッファローの精霊の力を借りて世界を救おうとするが、その裏にはさらに大きな陰謀が潜んでいた。
表紙絵の表現: 背景に巨大なバッファローの精霊が空を飛び、エリスが彼の背中に乗っている。青い炎のような魔法の光が周囲に渦巻き、迫力のある戦闘シーンが想像できる構図。

タイトル: 「バッファロー牧場の秘密」
ジャンル: ミステリー小説
あらすじ: バッファロー牧場で一夜にして謎の殺人事件が発生。警察が手掛かりを見つけられない中、町で有名な探偵アンナが事件を調べ始める。牧場主や従業員たちの証言は次第に食い違い、隠された秘密が浮かび上がる。バッファローの群れが見た真実とは何か？衝撃の結末が待ち受ける。
表紙絵の表現: 闇夜に照らされるバッファロー牧場。血のような赤い月が空に輝き、牧場の奥に佇む暗い屋敷が不気味に影を落としている。

タイトル: 「バッファローの涙」
ジャンル: ミステリー小説
あらすじ: 町のシンボルであるバッファロー像が壊された夜、突然の殺人事件が発生。主人公のリサは、友人の無実を証明するため、町に隠された秘密とバッファロー像の謎に迫る。次々と明らかになる過去の事件と、絡み合う人々の思惑。リサは真実を見つけ出し、友人を救うことができるのか？
表紙絵の表現: 壊れたバッファロー像の前に立つ主人公が、悲しげに涙を流している姿が描かれている。背景には雨に濡れた町の通りが広がり、闇が深まる中で彼女の決意が感じられる。

タイトル: 「銀河バッファロー」
ジャンル: SF小説
あらすじ: 遠い未来、宇宙を旅する貨物船「銀河バッファロー号」。船長レイは、銀河間の交易を担いながらも、宇宙海賊や異星人との戦いに巻き込まれていく。未知の惑星で見つけた古代の遺物が、彼らの運命を大きく変えることに。銀河の果てで待ち受ける壮大な謎と冒険が、彼らを待っている。
表紙絵の表現: 宇宙空間を航行する巨大な貨物船「銀河バッファロー号」が、星々を背に浮かんでいる。船のデザインは、バッファローの形を模しており、銀色に輝く船体が未来的な雰囲気を醸し出している。

タイトル: 「バッファローと恋の季節」
ジャンル: 恋愛小説
あらすじ: 農場で働くメグは、幼い頃からバッファローと共に育ってきた。ある日、都会からやってきた若い獣医のリックが、バッファローの病気を治療するために農場に滞在することになる。最初は反発し合う二人だが、バッファローたちの世話を通じて次第に心を通わせていく。春の草原で芽生える二人の愛。バッファローたちの命を守るために協力する中で、メグとリックはお互いの過去や傷に触れていく。そして、恋と自然が調和する農場で、新たな人生を共に歩み始めることを決意する。
表紙絵の表現: 広大な草原でバッファローがゆったりと歩く中、メグとリックが肩を寄せ合っている。夕暮れ時の柔らかい光が二人を包み込み、背景には青空が赤く染まってロマンチックな雰囲気を演出。

タイトル: 「バッファロー大図鑑」
ジャンル: 図鑑
あらすじ: バッファローに関するあらゆる知識を集めた一冊。生態、分布、進化の歴史から、世界各地におけるバッファローの文化的な役割、保護活動までを網羅。写真やイラストを豊富に使い、読者にバッファローの魅力を伝える。生物学的な視点だけでなく、彼らの社会的・歴史的な側面にも迫り、子供から大人まで楽しめる内容となっている。
表紙絵の表現: 表紙にはリアルなバッファローの顔が大きく描かれ、その周りには草原で群れを成すバッファローたちの様子が散りばめられている。シンプルでありながらも力強いデザインで、自然の壮大さが感じられる。
