L5t7hQ9k8W4m,ペンギンのポーラと雪の星,小さなペンギンのポーラは、いつも北極の氷の上で遊んでいました。ある日、空から降ってきた不思議な星のかけらを見つけ、仲間たちと一緒に星の謎を解く旅に出ます。旅の途中でさまざまな動物たちに助けられ、星のかけらがもたらす魔法の力を知ることに。ポーラは大切なものを守る勇気を学び、仲間との絆が深まっていきます。,高橋 和也,未来出版,2020-07-15,1500,120,"9784798235619",http://vsv-peridot.skygroup.local/my-books/images/L5t7hQ9k8W4m.jpg
9E4fM6jQbR7n,氷の影とペンギン探偵,南極基地で謎の失踪事件が発生。基地のスタッフの一人が忽然と姿を消し、残された手がかりはペンギンの足跡だけ。ベテラン探偵のローラは、ペンギンたちが知っている秘密に気づき、彼らの行動に注目することに。冷たい南極の氷の下に隠された真実とは？時間との戦いが始まります。,鈴木 美和,岸辺書房,2018-12-30,2000,250,"9784798135498",http://vsv-peridot.skygroup.local/my-books/images/9E4fM6jQbR7n.jpg
hR2vW5mAqZ1j,ペンギン帝国の栄光と崩壊,ペンギンの王国が存在したという伝説が、古い文献に記されています。この本は、その壮大な帝国の誕生、栄光、そして崩壊までを詳細に探る歴史書です。南極の厳しい環境の中で、ペンギンたちがどのように社会を築き、外敵との戦い、そして内部分裂によって帝国が崩れていったのかを描き出しています。ペンギンの歴史に興味がある人にとって、貴重な資料となることでしょう。,村上 達也,歴史の窓社,2019-05-23,3500,450,"9784798236784",http://vsv-peridot.skygroup.local/my-books/images/hR2vW5mAqZ1j.jpg
H8jS6k2BdL9n,ペンギンの魔法使いと氷の鍵,魔法を使えるペンギンの少年、アーティは、古代から伝わる「氷の鍵」を手に入れる使命を背負います。この鍵を使うことで、南極に封じられた魔法の力を解放できると言われていますが、その道中には数多くの試練が待ち受けています。仲間たちと共に冒険を繰り広げる中で、彼は自分の真の力に目覚め、成長していく姿が描かれています。,岸本 奈美,夢の本棚,2021-02-12,2200,320,"9784798237453",http://vsv-peridot.skygroup.local/my-books/images/H8jS6k2BdL9n.jpg
bD5tK7nYzR4p,氷原の精霊とペンギンの歌,ペンギンの一族に伝わる古代の歌が、氷原に眠る精霊を呼び覚ます力を持つという伝説。若きペンギンの歌い手リーナは、その歌を探し出し、一族を守るために冒険へと旅立ちます。精霊たちの助けを得て、リーナは南極の魔法の世界で成長し、仲間と共に困難を乗り越えます。彼女の歌がもたらす奇跡は、読む人に希望を与えます。,西田 真一,グリーンリーフ出版,2017-10-01,1800,250,"9784798238320",http://vsv-peridot.skygroup.local/my-books/images/bD5tK7nYzR4p.jpg
F9mG3k8QwZ6v,白夜のペンギン事件,白夜が続く南極で、調査隊員が次々に謎の失踪を遂げる事件が発生。ペンギンたちが常に近くにいることから、彼らが事件に関わっているのではないかという噂が広がる。捜査官のサラは、ペンギンたちの不審な行動に着目し、氷原の裏に隠された陰謀を解き明かそうとする。氷の中に隠された真実を求めて、彼女の捜査が始まります。,藤井 美紀,南極探検社,2023-03-15,2500,300,"9784798235495",http://vsv-peridot.skygroup.local/my-books/images/F9mG3k8QwZ6v.jpg
D8qY5n2XmZ1b,ペンギンは知っていた,ペンギンの観察を続けていた動物学者が突然謎の死を遂げる。彼の最後のメモには「ペンギンは知っている」という言葉が残されていた。助手のマリアは、その意味を探るためにペンギンたちの行動を追跡し、やがてペンギンたちが南極の深い秘密を知っていることに気づく。この探求の中で、彼女はペンギンとの絆を深めながら、真実を探し続けます。,佐々木 直樹,地球の声社,2022-08-08,2700,320,"9784798238642",http://vsv-peridot.skygroup.local/my-books/images/D8qY5n2XmZ1b.jpg
Q7dF8j9NtB3m,ペンギン星からの使者,地球に突然現れたペンギン型の異星人。彼らは「ペンギン星」からの使者で、地球の環境を救うためのメッセージを持ってやってきた。しかし、彼らの本当の目的が何かは誰も知らない。地球の科学者たちは彼らと対話を試みるが、やがてペンギン型異星人の技術と秘密に気づき、緊張が高まっていく。この物語は、地球と異星人の交流を通じて環境問題に光を当てます。,林 愛,星の子出版社,2021-11-18,3200,400,"9784798234571",http://vsv-peridot.skygroup.local/my-books/images/Q7dF8j9NtB3m.jpg
N1pK2j8RdW4x,ペンギンと流れる星の下で,南極の研究基地で働く科学者エマと写真家のジェイクは、ペンギンの群れを追いかけて共に時間を過ごすうちに、次第に惹かれ合います。極寒の中で温かな愛が芽生え、二人は共に未来を夢見る。しかし、流星群の夜にジェイクは新たな仕事のオファーを受け、エマとの恋と夢の冒険との狭間で揺れ動くことに。彼の選択は、エマとの未来か、それとも未知の冒険か？この物語は、愛と冒険の狭間で揺れる二人の心を描きます。,山田 志保,日曜出版,2024-01-07,2400,280,"9784798231898",http://vsv-peridot.skygroup.local/my-books/images/N1pK2j8RdW4x.jpg
K4fD2j6YhM1n,ペンギンのすべて：南極の不思議な生き物,ペンギンの魅力を網羅した一冊。全18種のペンギンについて、生態、習性、繁殖方法を詳しく解説。美しい写真と共に、南極の厳しい環境で生き抜く彼らの姿を余すことなく伝えます。子供から大人まで楽しめる内容で、ペンギンの世界に触れる絶好のガイドブックです。,佐藤 裕子,地球の生き物社,2022-04-20,3000,350,"9784798235766",http://vsv-peridot.skygroup.local/my-books/images/K4fD2j6YhM1n.jpg

タイトル: 「ペンギンのポーラと雪の星」
ジャンル: 絵本
